date,source,document_type,title,description,keywords,ref_no,url,filesize,source_id
2006-01-03,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgrimage: Purchase of Pilgims' Travelling Allowance,,"Our Circular Ted/ad/149/2005 of 28/12/2005, Authorised Dealers notified additional prilgims various state. Ted/ad/1/2006. Akanji O. O. (Mrs.) Trade & Exchange Year 2005 ChristianPilgrims.",Ted-ad-1-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-1-2006.PDF,18 KB,1442
2006-01-04,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 01/2006 of 4/1/2006,,CBN offer US$100.00 million sale 4/1/2006 Current Account adequately funded.  Foreign Exchange Market Auction  No. 01 Ted/ad/1/2006.  Authorised Dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji O. O. (Mrs.) Trade & Exchange bidding.,Ted-ad-2-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-2-2006.PDF,13 KB,1440
2006-01-04,Central Bank of Nigeria,circulars,"The abolition of the Pre-shipment Inspection of Imports and Re-introduction of Destination Inspection of Imports:
Transitional Arrangements",,"All Authorised Dealers, Pre-shipment Inspection Agents (PIAs) general public abolition pre-shipment inspection scheme imports reintroduction destination inspection imports effective 1st January, 2006. Ted/ad/3/2006. Akanji O. O. (Mrs.) Trade & Exchange abolition of the pre-shipment Inspection Agents.",Ted-ad-3-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-3- 2006.PDF,26 KB,1441
2006-01-06,Central Bank of Nigeria,circulars,Abilition of Pre-shipment Inspection of Imports and Re-introduction of Destination Inspection Scheme in Niogeria,,"Government abolish Pre-shipment Inspection re-introduce Destination Inspection 1st January, 2006. Ted/ad/150/2005. Akanji, O. O. (Mrs.) Trade & Exchange abolition of Pre-shipment of imports and Reintroduction of Destination Inspection Scheme.",Ted-ad-150-2005,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-150-2005.PDF,27 KB,1438
2006-01-06,Central Bank of Nigeria,circulars,Submission of Bids in the Foreign Exchange Market and Payment for Foreign Exchange Winnings,,"All Authorised Dealers consolidation December 31, 2005 emergence 25 banks submission bids FEM lead bank group. Ted/ad/4/2006. Akanji. O. O.  (Mrs.) Trade & Exchange submission of bids in the Forex Market and payment for Forex winnings.",Ted-ad-4-2005,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-4-2006.PDF,13 KB,1439
2006-01-09,Central Bank of Nigeria,circulars,Closure of Foreign Exchange Market For Id-El-Kabir Holiday,,"Federal Goverment Declared Tuesday 10th and Wednesday 11th January, 2006 as Public Holiday celebration Id-El-Kabir.  Authorised Dealers informed Auction result released Thurday 12th January, 2006.  No Auction Wednesday 11th January, 2006.  ",Ted-ad-8-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-8-2006.PDF,17 KB,1434
2006-01-09,Central Bank of Nigeria,circulars,Code of Corporate Governance for Banks,,corporate governance weaknesses weakness Nigeria banks post consolidation integration board director management insider internal control oversight leadership code MD CEO compliance risk abuse sit tight related false return audit disclosure ownership independent integrity auditor,bsd-01-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2006/BSD-01-2006.PDF,6 KB,1436
2006-01-09,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 05/2006,,CBN offer US$70.00 million sale 9/1/2006 Current Account adequately funded.  Foreign Exchange Market Auction No. 2 Ted/ad/5/2006 authorised dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji O. O. (Mrs.) Trade & Exchange bidding.,Ted-ad-5-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-5-2006.PDF,13 KB,1435
2006-01-09,Central Bank of Nigeria,circulars,"N25, 000,000,000 3rd FGN BOND 2009 (3-YEAR TENOR)",,bond cbn ,bond-01-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/PID/2006/fgn-bond-2006.PDF,40KB,1437
2006-01-09,Central Bank of Nigeria,circulars,Notice of Foreign Exchange Officers' Meeting ,,"All Authorised Dealers, Nigeria Customs Service and Scanning & Risk Service Providers (SC) Foreign Exchange Officers' Meeting scheduled Bankers' Committee Conference Hall, CBN, Lagos Tuesday, January 17, 2006 100.00 a.m. prompt.",Ted-ad-7-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-7-2006.PDF,10 KB,1433
2006-01-09,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgrimage: Purchase of Pilgims' Travelling Allowance,,"Authorised Dealers notified additional list pilgrims various states. Ted/ad/6/2006. Akanji, O. O. (Mrs.) Trade & Exchange Year 2005 Christian Pligrimage.",Ted-ad-6-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-6-2006.PDF,18 KB,1432
2006-01-16,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 03/2006 of 16/1/2006,,"CBN offer US$80.00 million sale 16/1/2006 Current Account adequately funded.  Foreign Exchange Market Auction No. 3 Ted/ad/9/2006 authorised dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji O. O. (Mrs.) Trade & Exchange bidding.
",Ted-ad-9-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-9-2006.PDF,13 KB,1431
2006-01-20,Central Bank of Nigeria,circulars,Modification of Export Domiciliary Account Operations and Transport Mode for Exports,,"All Authorised Dealers, Exporters, general public encourage exporters marginal oil field operators, repatriated Export tProceeds held Domiciliary Accounts maintained. Ted/ad/12/2006. Akanji, O. O. (Mrs) Trade & Exchange Modification of Export Domiciliary Account Operations and Transport Mode for Exports. ",Ted-ad-12-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-12-2006.PDF,20 KB,1430
2006-01-23,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 05/2006 of 23/1/2006,,"CBN offer US$80.00 million sale 23/1/2006 Current Account adequately funded. Foreign Exchange Market Auction No.5 Ted/ad/13/2006 authorised dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji, O. O. (Mrs.) Trade & Exchange bidding.",Ted-ad-13-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-13-2006.PDF,13 KB,1428
2006-01-23,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgrimage: Purchase of Pilgims' Travelling Allowance,,"Authorised Dealers additional pilgims various states. Ted/ad/14/2006. Musa, B. Trade & Exchange Year 2005 Christian Pilgrimage.",Ted-ad-14-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-14-2006.PDF,15 KB,1429
2006-01-25,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 06/2006 of 25/1/2006,,"CBN offer US$70.00 million sale 25/1/2006 Current Account adequately funded. Foreign Exchange Market Auction No.6 Ted/ad/17/2006 authorised dealers new Forex Fod/D/S.14/VOL.XVI/78.  Musa, B.Trade & Exchange bidding.
",Ted-ad-17-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-17-2006.PDF,13 KB,1427
2006-01-30,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 07/2006 of 30/1/2006,,CBN offer $70.00 million sale 30/1/2006 Current Account adequately funded.  Foreign Exchange Market Auction No.07 Ted/ad/18/2006 Authorised Dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji O. O. (Mrs.) Trade & Exchange bidding.,Ted-ad-18-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-18-2006.PDF,14 KB,1426
2006-01-30,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgimage: Purchase of Pilgrims' Travelling Allowance ,,"Authorised Dealers notified additional pilgrims various states . Circular supersedes Ref. Ted/ad/14/2006 of 23/1/2006. Ted/ad/19/2006 Musa, B. Trade & Exchange Year 2005 Christian Pilgrimage. ",Ted-ad-19-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-19-2006.PDF,15 KB,1425
2006-02-01,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 08/2006 of 1/2/2006,,CBN offer $50.00 million sale 1/2/2006.  Current Account adequately funded.  Foreign Exchange Market Auction No. 08 Ted/ad/20/2006. Authorised Dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji O. O. (Mrs.) Trade & Exchange bidding,Ted-ad-20-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-20-2006.PDF,14 KB,1424
2006-02-02,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgrimage: Purchase of Pilgrims' Travelling Allowance ,,Authorised Dealers notified additional Pilgrims various States  Ted/ad/22/2006. B. Musa Trade & Exchange Year 2005 Christian Pilgrimage.,Ted-ad-22-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-22-2006.PDF,15 KB,1423
2006-02-03,Central Bank of Nigeria,circulars,"Re: Outstanding Transactions as at 31st December, 2005",,"Our Circular Ted/ad/16/2006 January 24, 2005 Authorised Dealers informed deadline submission returns extended one week submit not later than 8/2/2006. Ted/ad/21/2006 Akanji O. O. (Mrs.) Trade & Exchange Outstanding Transactions as at December, 2005.",Ted-ad-21-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-21-2006.PDF,5 KB,1420
2006-02-03,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgrimage: Purchase of Pilgrims' Travelling Allowance,,Authorised Dealers notified additional Pilgrims various states. Ted/ad/23/2006. B. Musa Trade & Exchange Year 2005 Christian Pilgrimage.,Ted-ad-23-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-23-2006.PDF,16 KB,1419
2006-02-03,Central Bank of Nigeria,circulars,Requirements and Procedures for the Conversion of Commuinity Banks (CBs) to Microfinance Banks (MFBs),,MFBs CBs Microfinance Banks Community Banks Requirements OFID Other Financial Institutions Departments Central Bank of Nigeria Abuja Lagos Conversion Capital Asset Circular Shareholders Regulatory Supervisory Guidelines Policy National February 2006,OFID-01-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/OFID/2006/OFID-01-2006.PDF,191 KB,1421
2006-02-03,Central Bank of Nigeria,circulars,Requirements and Procedures for the Transformation of Non-Governmental Organisation-Microfinance Institutions (NGO-MFIs) to Microfinance Banks (MFBs),,"Requirements Procedures Transformation Non-Governmental Organisation Microfinance Institutions NGO-MFIs  Microfinance Banks MFBs Central Bank of Nigeria Regulatory Supervisory Guidelines Rating Agency Policy OFID Other Financial Institutions Department February 2006 Circular credit/finance services
",OFID-02-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/OFID/2006/OFID-02-2006.PDF,160 KB,1422
2006-02-06,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 09/2006 of 6/2/2006,,"CBN offer US$50million sale 6/2/2006 Current Account adequately funded. Foreign Exchange Market Auction No.9 Ted/ad/24/2006. Authorised Dealers new Fod/D/S.14/VOL.XVI/78. Musa, B. Trade & Exchange bidding.",Ted-ad-24-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-24-2006.PDF,13 KB,1418
2006-02-06,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgimage : Purchase of Pilgims' Travelling Allowance,,Authorised Dealers notified additional list Pilgrims Niger State. Ted/ad/25/2006. I. B. B. Shettima Re: Year 2005 Christian Pilgimage : Purchase of Pilgims' Travelling Allowance.,Ted-ad-25-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-25-2006.PDF,9 KB,1417
2006-02-07,Central Bank of Nigeria,circulars,Issuance of New Authorised Dealership Licence To Banks,,"Pursuant on-going reform Nigerian Banking System embarked upon Central Bank of Nigeria successful completion Consolidation commence Wholesale Dutch Auction System (WDAS) CBN informs all banks  February 17, 2006, all Authorised Dealership licences held banks cease valid operation Foreign Exchange Market. Ted/ad/26/2006. Akanji O. O. (Mrs.) Trade & Exchange Issuance of New Authorised Dealership Licence to Banks.             
",Ted-ad-26-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-26-2006.PDF,17 KB,1416
2006-02-08,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 10/2006 of 8/2/2006,,"CBN offer US$50million sale 8/2/2006 Current Account adequately funded. Foreign Exchange Market Auction No.10 Ted/ad/27/2006. Authorised Dealers new Fod/D/S.14/VOL.XVI/78. Shettima, I.B.B. Trade & Exchange bidding.
",Ted-ad-27-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-27-2006.PDF,12 KB,1414
2006-02-08,Central Bank of Nigeria,circulars,Re: Year 2005 Christian Pilgrimage: Purchase of Pilgims' Travelling Allowance,,"Authorised Dealers notified additional Pilgrims Cross River State Ted/ad/28/2006.  Shettima, I. B. B. Trade & Exchange 2005 Christian Pilgrimage.",Ted-ad-28-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-28-2006.PDF,11 KB,1415
2006-02-08,Central Bank of Nigeria,circulars,Workshop for Authorised Dealers on Methodology for Calculating and Reporting on Net Open Position (NOP) of the Banks.,,"All Authorised Dealers training workshop methodology calculating reporting foreign exchange Net Open Position (NOP) scheduled Lagos Airport Hotel, Ikeja Lagos Wednesday 15th to Thursday 16th February, 2006 9.00 a.m. each day. Ted/ad/29/2006. Shettima, I. B. B. Trade & Exchange Workshop for Authorised Dealers on Methodology for Calculating and Reporting on Net Open Position of the banks.",Ted-ad-29-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-29-2006.PDF,11 KB,1413
2006-02-10,Central Bank of Nigeria,circulars,"Deadline for the Inspection of Goods in respect of Forms ""M"" Established under the Pre-shipment Inspection Scheme",,"Destination Inspection Scheme wind down transactions outstanding December 31, 2005 before March 31, 2006.  Inspection Agents required conclude inspection February 15, 2006. Ted/ad/30/2006.  Akanji, O. O. (Mrs.) Trade & Exchange Deadline on Inspection of Goods ",Ted-ad-30-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-30-2006.PDF,17 KB,1412
2006-02-13,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 11/2006 of 13/2/2006,,CBN offer US$50.00 million sale 13/2/2006 Current Account adequately funded.  Foreign Exchange Market Auction No.11 Ted/ad/32/2006 Authorised Dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji O. O. (Mrs.) Trade & Exchange bidding.,Ted-ad-32-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-32-2006.PDF,14 KB,1410
2006-02-13,Central Bank of Nigeria,circulars,Petroleum Products Import Under Destination Inspection Scheme (DIS),,"Authorised Dealers, general public guidelines documentation requirements petroleum products imports stipulated circular Ted/ad/55/2004 of May 7,  2004. Ted/ad/31/2006.  Akanji O. O (Mrs.) Trade & Exchange Petroleum Products under (DIS).",Ted-ad-31-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-31-2006.PDF,10 KB,1411
2006-02-15,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No.12/2006 of 15/2/2006,,"CBN offer US$80.00 million sale 15/2/2006 Current Account adequately funded.  Foreign Exchange Market Auction No.12 Ted/ad/33/2006. Authorised Dealers new Forex Fod/D/S.14/VOL.XVI/78.  Akanji, O. O (Mrs.) Trade & Exchange bidding.",Ted-ad-33-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-33-2006.PDF,14 KB,1409
2006-02-16,Central Bank of Nigeria,circulars,Revised Guidelines For The Operation Of The Foreign Exchange Market: Wholesale Dutch Auction System,,"Consistent objectives efficiency Foreign Exchange Market determination Naira exchange rate, CBN adopts Wholesale Dutch Auction System (WDAS). Ted/ad/35/2006. Akanji O. O. (Mrs.) Trade & Exchange Revised Guidelines for the Foreign Exchange Market: Wholesale Dutch Auction System (WDAS).",Ted-ad-35-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-35-2006.PDF,21 KB,1408
2006-02-17,Central Bank of Nigeria,circulars,"Re: Import Guidelines, Procedures and Documentation Requiremnts Under Destination Inspectioin. (Clarifications and Amendments)",,"Further Circular Ref. No. TED/AD/153/2005 of 30/12/2005 above subject Clarifications and Amendments. Ted/ad/36/2006 Akanji O. O. (Mrs.) Trade & Exhcnage Import Guidelines, Procedures and Documentation Requirements Under Destination Inspection.",Ted-ad-36-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-36-2006.PDF,22 KB,1407
2006-02-20,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 01/2006 of 20/2/2006,,"CBN offer US$100.00 million sale 20/2/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.1 Ted/ad/37/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.
",Ted-ad-37-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-37-2006.PDF,14 KB,1406
2006-03-01,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 04/2006 of 1/3/2006,,"CBN offer US$50.00 million sale 1/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.4 Ted/ad/41/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.

",Ted-ad-41-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-41-2006.PDF,14 KB,1405
2006-03-01,Central Bank of Nigeria,circulars,Revised Guidelines For The Operation Of The Foreign Exchange Market : Wholesale Dutch Auction System,,"Further circular Ref. No. TED/AD/35/2006 of February 16,2006 amendments and additions made provisions said circular. Ted/ad/42/2006. Akanji O. O. (Mrs.) Trade & Exchange Revised Guidelines on Wholesale Dutch Auction System.",Ted-ad-42-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-42-2006.PDF,18 KB,1404
2006-03-01,Central Bank of Nigeria,circulars,Submission Of Volume Of Major Transaction Currencies for Net Open Position ,,"All banks operate Net Open Position set Central Bank of Nigeria (CBN) all Authorised Dealers advised submit Director, Trade & Exchange Department March 15, 2006 volumes transactions major currencies January and February, 2006.",Ted-ad-43-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-43-2006.PDF,14 KB,1403
2006-03-02,Central Bank of Nigeria,circulars,Code of Corporate Governance,,corporate governance weaknesses weakness Nigeria banks post consolidation integration board management squables oversight code MD CEO insider internal control compliance risk management abuse sit tight leadership related false return audit disclosure  own,bsd-04-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2006/BSD-04-2006.PDF,14 KB,1402
2006-03-02,Central Bank of Nigeria,circulars,Waiver of Tax on Interest Earning from Agricultural Lending by Banks,,Waiver Tax Interest Earning Agricultural Lending  FIRS inland revenue ACGS,bsd-05-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2006/BSD-05-2006.PDF,170 KB,1401
2006-03-03,Central Bank of Nigeria,circulars,Re: Revised Guidelines for the operation of the Foreign Exchnage Market: Wholesale Dutch Auction System: (Clarification),,Attention drawn seeming ambiguity Circular Ref. TED/AD/35/2006 of 16/2/2006. Authorised Dealers Foreign Exchange Manual no way repealed.Ted/ad/44/2006 Akanji O. O. (Mrs.) Trade & Exchange Revised Guidelines on WDAS. ,Ted-ad-44-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-44-2006.PDF,15 KB,1400
2006-03-06,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 05/2006 of 6/3/2006,,"CBN offer US$80.00 million sale 6/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.5 Ted/ad/45/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.

",Ted-ad-45-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-45-2006.PDF,15 KB,1398
2006-03-06,Central Bank of Nigeria,circulars,Know  Your Cuctomer Rules & Rendition of Suspicious Transaction Report to The Economic and Financial Crimes Commission (EFCC),,"Know Your Customer, Suspicious Transaction, Money Laundering, Primary Mortgage Institutions, Community Bank, Finance Companies, Bureaux de change, development Finance Institutions, Microfinance Banks, Central bank of Nigeria, CBN, OFID, Other Financial Institutions, OFIs, Supervision, Regulation, Lagos, Abuja. ",OFID-03-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/OFID/2005/OFID-03-2006.PDF,122 KB,1399
2006-03-08,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS NO. 6/2006 of 8/3/2006,,"CBN offer US$130.00 million sale 8/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.6 Ted/ad/46/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.

",Ted-ad-46-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-46-2006.PDF,14 KB,1397
2006-03-13,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No.7/2006 of 13/3/2006,,"CBN offer US$80.00 million sale 13/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.7 Ted/ad/47/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.
",Ted-ad-47-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-47-2006.PDF,14 KB,1396
2006-03-15,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 8/2006 of 15/3/2006,,"CBN offer US$40.00 million sale 15/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.8 Ted/ad/49/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.

",Ted-ad-49-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-49-2006.PDF,14 KB,1395
2006-03-17,Central Bank of Nigeria,circulars,Rendering Returns on Currency Exposure - Net Open Position,,"Authorised Dealers March 20, 2006 returns Net Open Positions (NOP) submit electronically daily email stated above. Ted/ad/48/2006.  Akanji, O. O. (Mrs.) Trade & Exchange Rendering Returns on Currency exposure. 
",Ted-ad-48-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-48-2006.PDF,20 KB,1393
2006-03-17,Central Bank of Nigeria,circulars,Report on Foreign Exchange Exposure At Close of Business on,,"Format for Report on Foreign Exchange Exposure At Close of Business. Ted/ad/48a/2006.  Akanji, O. O. (Mrs.) Trade & Exchange Report on Foreign Exchange Exposure.
",Ted-ad-48a-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-48A-2006.PDF,7 KB,1394
2006-03-22,Central Bank of Nigeria,circulars,Transitional Arrangement for Conversion to Micro Finance Banks,,"OFID, CBN, Micro Finance Banks, Community Banks, Regulation , Supervision, Conversion, Shareholders, Guidelines, Circular, Scheme, Merger, Asset Stripping, Acquisition, Licence, Report, Abuja, Lagos, Chairmen, Directors, Managers, NGO, EFCC, Capitalisation, Code of Conduct.",OFID-04-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/OFID/2006/OFID-04-2006.PDF,93 KB,1392
2006-03-27,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No.9/2006 of 27/3/2006,,"CBN offer US$50.00 million sale 27/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.9 Ted/ad/53/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.

",Ted-ad-53-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-53-2006.PDF,14 KB,1391
2006-03-28,Central Bank of Nigeria,circulars,Further Libralisation of the Foreign Exchange Market,,Furtherance reforms banking Authorised Dealers wholesale Dutch Auction.  Transactions Utilisation Certificate of Capital Importation (CCI) etc Ted/ad/54/2006. Akanji O. O. (Mrs.) Trade & Exchange Further Libralisation of Forex Market.,Ted-ad-54-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-54-2006.PDF,16 KB,1388
2006-03-28,Central Bank of Nigeria,circulars,Further Libralisation of the Foreign Exchange Market,,"Furtherance reforms banking industry responsibilities Authorised Dealers Wholesale Dutch Auction libralized. Ted-ad-54-2006. Akanji, O. O. (Mrs.) Trade & Exchange further libralization of the Foreign Exchange Market.",Ted-ad-54a-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-54-2006.PDF,24 KB,1389
2006-03-28,Central Bank of Nigeria,circulars,Sale of Foreign Exchange to Bureax De Change Operators,,"Authorised Dealers and Gerneral Public increased access small end-users. Bureax de Change (BDCs) Messrs Travelled, Amex CBN guidelines retail sale customers. ",Ted-ad-55-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-55-2006.PDF,16 KB,1387
2006-03-28,Central Bank of Nigeria,circulars,"Seminar on Wholesale Dutch Auction System in the Foreign Exchange Market by Trade & Exchange Department, Central Bank of Nigeria in Collaboration with West African Institute for Finanacial and Economic Management",,"Authorised Dealers and Bureaux De Change Operators seminar WDAS hold Federal Palace Hotel, Victoria Island, Lagos Wednesday 5th - Thursday 6th April, 2006 9.00 a.m. each day. Ted/ad/52/2006. Akanji O. O. (Mrs.)",Ted-ad-52-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD- 52-2006.PDF,16 KB,1390
2006-03-29,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No.10/2006 of 29/3/2006,,"CBN offer US$50.00 million sale 29/3/2006 Current Account adequately funded.  Foreign Exchange Market Auction WDAS No.10 Ted/ad/56/2006. Authorised Dealers Circular Ref. No. Ted/ad/35/2006.  Akanji, O. O (Mrs.) Trade & Exchange bidding.

",Ted-ad-56-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-56-2006.PDF,14 KB,1384
2006-03-29,Central Bank of Nigeria,circulars,Modalities for the cash sale of Foreign Exchange by CBN to Bureaux De Change,,Further Circular Ref. No. Ted/ad/55/2006 of 28/3/2006 cash sale Foreign Exchange licensed Bureaux De Change (BDCs). Ted/ad/58/2006. Akanji O O. (Mrs.) Trade & Exchange Modalities for the cash sale of Foreign Exchange by CBN to Bureaux De Change (BDCs).,Ted-ad-58-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-58-2006.PDF,20 KB,1386
2006-03-29,Central Bank of Nigeria,circulars,Nigerian Export Supervision Scheme (NESS): Pre-shipment Inspection of Petro-chemical and Gas Exports,,"Further our Circular No. TED/AD/126/2004 of 8/11/2004 re-introduction pre-shipment Inspection Exports. Ted/ad/57/2006. Akanji, O. O. (Mrs.) Trade & Exchange Nigerian Export Supervision Scheme (NESS): Pre-shipment Inspection of Petro-Chemical and Gas Exports.",Ted-ad-57-2006,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2006/TED-AD-57-2006.PDF,15 KB,1385
