date,source,document_type,title,description,keywords,ref_no,url,filesize,source_id
2007-08-02,Central Bank of Nigeria,circulars,Request for Information on Person -to -Person Payments,,"Central Bank of Nigeria,Payment Systems Vision 2020,Request for Information,Person to Person Payments,FSS 2020,Fiancial Sector Strategy 2020,CBN,Banking Operations Department, J. K. A. Oleka, Director, BOD.",BOD-GEN-01-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/P2P PAYMENTS.PDF,61 KB,1163
2007-08-03,Central Bank of Nigeria,circulars,Notice of Meeting on Import Duty Collection Scheme (IDCs),,"Designated Banks Customs Revenue Collection,Destination Inspection Service Providers,Nigeria Customs Area Controllers ASYCUDA Project Leader,Meeting hold 9th Floor New Building,CBN,Lagos,August 10,2007,11.00 a.m., Akanji, O. O. (Mrs.) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-094-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.094.PDF,79 KB,1162
2007-08-06,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No.57/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/095/07.",Ted-Fem-Fpc-Gen-01-95-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.095.07DOC..PDF,80 KB,1161
2007-08-08,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 58/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/096/07.",Ted-Fem-Fpc-Gen-01-96-07,"https://www.cbn.gov.ng/<A TITLE=""If clicking fails, right click this link and choose to 'Save Target as' to save directly to your computer"" HREF=""../OUT/CIRCULARS/TED/2007/FEM.FPC.01.096.07DOC..PDF",80 KB,1160
2007-08-13,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 59/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/097/07.",Ted-Fem-Fpc-Gen-01-097-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.097.07DOC..PDF,80 KB,1159
2007-08-15,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 60/2007,,"Foreign Exchange Market Auction offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers customers bids,Reuters Dealing 3000 Terminal. B. Musa Ted/Fem/Gen/Fpc/01/098/07.",Ted-Fem-Fpc-Gen-01-098-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.FPC.01.098.07DOC..PDF,204 KB,1158
2007-08-20,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 61/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/099/07.",Ted-Fem-Fpc-Gen-01-99-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.099.07DOC..PDF,80 KB,1157
2007-08-20,Central Bank of Nigeria,circulars,Notice of Meeting on Import Duty Collection Scheme (IDC),,"Designated Banks Customs Revenue Collection,Destination Inspection Service Providers,Nigeria Customs Area Controllers ASYCUDA Project Leader,Meeting hold Bankers' Committee Conference Hall,CBN,Lagos,August 30,2007,11.00 a.m. Akanji, O. O. (Mrs.) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-100-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.100.07DOC.PDF,79 KB,1156
2007-08-20,Central Bank of Nigeria,circulars,Plateau State Hosts the 25th Meeting of the Board of the ACGSF,,"Farm,ACGSF,ACGS,Government,CBN,Central Bank of Nigeria,State,",ACGSF0807,https://www.cbn.gov.ng/OUT/CIRCULARS/DFD/2007/25ACGSFBOARDMEETING.PDF,67 KB,1155
2007-08-21,Central Bank of Nigeria,circulars,"Training Programme on Microfinance Banking from 20th to 29th August, 2007",,"Microfinance,CBN,GTZ,Kaduna,ibadan,owerri, Microfinance Bank",MF0807,https://www.cbn.gov.ng/OUT/CIRCULARS/DFD/2007/MFTRAINING.PDF,62 KB,1154
2007-08-22,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No.62/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/101/07.",Ted-Fem-Fpc-Gen-01-101-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.101.07DOC..PDF,80 KB,1153
2007-08-27,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 63/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/102/07.",Ted-Fem-Fpc-Gen-01-102-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.102.07DOC..PDF,80 KB,1152
2007-08-29,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 64/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/103/07.",Ted-Fem-Fpc-Gen-01-103-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.103.07DOC..PDF,80 KB,1151
2007-08-29,Central Bank of Nigeria,circulars,Submission of The List of Uncollected Risk Assessment Reports (RARS) by Importers,,"Authorised Dealers attention CBN drawn non-collection original Risk Assessment Report (RARS) importers bank. Akanji, O. O. (Mrs) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-104-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.01.104.07.PDF,71 KB,1150
2007-08-30,Central Bank of Nigeria,circulars,Suspension from the Foreign Exchange Market Re: Messrs Sahel BDC and Whittis BDC,,"Authorised Dealers Bureaux De Change operators suspended foreign exchange market immediate effect. Akanji, O. O. (Mrs.) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-105-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.01.105.07.PDF,71 KB,1148
2007-09-03,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 65/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/107/07.",Ted-Fem-Fpc-Gen-01-107-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.107.07DOC..PDF,80 KB,1147
2007-09-05,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 66/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. I. B. Shettima. Ted/Fem/Fpc/Gen/01/108/07.",Ted-Fem-Fpc-Gen-01-108-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.108.07DOC..PDF,71 KB,1146
2007-09-06,Central Bank of Nigeria,circulars,Embargo on Foreign Exchange Facilities,,"All Authorised Dealers,General Public, underlisted Companies placed foreign exchange embargo. Akanji, O. O. (Mrs.) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-109-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.PRC.109.07.PDF,73 KB,1145
2007-09-10,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 67/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/110/07.",Ted-Fem-Fpc-Gen-01-110-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.110.07DOC..PDF,80 KB,1144
2007-09-12,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 68/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/111/07.
",Ted-Fem-Fpc-Gen-111-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.111.07DOC..PDF,80 KB,1143
2007-09-14,Central Bank of Nigeria,circulars,Further Liberalisation of the Foreign Exchange Market,,"Further previous circulars subject,Authorised Dealers,Bureaux de Change,general public advised amendments/reviews. Akanji, O. O. (Mrs.) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-112-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.FPC.GEN.01.112.07DOC.PDF,79 KB,1142
2007-09-17,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 69/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/113/07.
",Ted-Fem-Fpc-Gen-01-113-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.113.07DOC..PDF,80 KB,1141
2007-09-19,Central Bank of Nigeria,circulars,Cancellation of Certificate of Capital Importation (CCI),,"Authorised Dealers,general public, Certificate Capital Importation (CCI) declared missing,declared invaid any purpose. Akanji, O. O. (Mrs.) Trade & Exchange Department, Central Bank of Nigeria.
",Ted-Fem-Fpc-Gen-115-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED-FEM-115-2007.PDF,73 KB,1140
2007-09-19,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 70/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/114/07.",Ted-Fem-Fpc-Gen-01-114-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.114.07DOC..PDF,80 KB,1139
2007-09-24,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 71/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/116/07.",Ted-Fem-Fpc-Gen-01-116-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.116.07DOC..PDF,80 KB,1138
2007-09-26,Central Bank of Nigeria,circulars,Application Form for the Appointment of Custodians as Depository in Money Market Instruments,,"Appointment,Custodians,Depository,Money Market Instruments,Banking Operations Department,BOD,Central Bank of Nigeria,CBN,Director",BOD-Cir-03-07,https://www.cbn.gov.ng/OUT/CIRCULARS/BOD/2007/CUSTODIAN-APPLICATION FORM.PDF,64 KB,1136
2007-09-26,Central Bank of Nigeria,circulars,Appointment of Custodians as Depository in Money Market Instruments,,"Appointment,Custodians,Depository,Money Market Instruments,Instruments,Banking Operations Department,Director,Abuja,Lagos,Central Bank of Nigeria,CBN,BOD",BOD-Cir-02-07,https://www.cbn.gov.ng/OUT/CIRCULARS/BOD/2007/CUSTODIANS CIRCULAR.PDF,25 KB,1135
2007-09-26,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction No. 72/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/117/07.",Ted-Fem-Fpc-Gen-01-117-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.117.07DOC..PDF,80 KB,1137
2007-09-27,Central Bank of Nigeria,circulars,Guidelines for the Development of Risk Management Frameworks Individual Risk Elements in Nigerian Banks,,"Guidelines for the Development of Risk Management Frameworks Individual Risk Elements in Nigerian Banks, Banking Supervision,director,central bank,nigeria,CBN,money laundering,BOFIA,CBN ACT,Circulars,Banks,consolidation,",BSD/DIR/CIR/VOL.1/011,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2007/CIRCULAR TO ALL BANKS ON RISK MANAGEMENT GUIDELINES SEPT  2007.PDF,12 KB,1134
2007-09-27,Central Bank of Nigeria,circulars,Guidelines for the Development of Risk Management Frameworks for Individual Risk Elements in Nigerian Banks (a),,"Guidelines for the Development of Risk Management Frameworks Individual Risk Elements in Nigerian Banks, Banking Supervision,director,central bank,nigeria,CBN,money laundering,BOFIA,CBN ACT,Circulars,Banks,consolidation,",BSD/DIR/CIR/V1/011a,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2007/GUIDELINES FOR INDIVIDUAL RISK ELEMENTS SEPT 2007C.PDF,85 KB,1133
2007-09-28,Central Bank of Nigeria,circulars,Closure of Foreign Exchange Market for Independence Day Celebration,,"Federal Government Declaration Monday 1st October, 2007 public holiday celebration 47th Independence Anniversary. Authorised Dealers informed no Foreign Exchange Market Auction Monday 1st October, 2007. Musa, B. Trade & Exchange Department.",Ted-Fem-Fpc-Gen-01-118-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED-FEM-118-2007.PDF,169 KB,1132
2007-10-03,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 73/2007,,"Authorised Dealers,informed no Foreign Exchange Market Auction Wednesday 3rd October, 2007,recent observed weak demand trend Forex Auction. Akanji, O. O. (Mrs.) Trade & Exchnage Department. ",Ted-Fem-Fpc-Gen-01-120-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.120.07DOC..PDF,85 KB,1131
2007-10-08,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 74/2007,,"Authorised Dealers,informed no Foreign Exchange Market Auction Monday 8th October, 2007,recent observed trend weak demand Forex Auction. I. B. B. Shettima Trade & Exchnage Department. ",Ted-Fem-Fpc-Gen-01-121-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.121.07DOC..PDF,71 KB,1129
2007-10-08,Central Bank of Nigeria,circulars,"Notice of Workshop on Foreign Exchange Management Issues Holding at the Gateway Hotels, Abeokuta, Ogun State, from 29th October to 1st November, 2007",,"All Authorised Dealers,year 2007 Workshop Foreign Exchange Management Issues sheduled, hold Gateway Hotels, Abeokuta, Ogun State,Monday October 29 - Thursday November 1, 2007,Theme: ""Towards Sustainability Foreign Exchange Market Reforms"". I.B.B. Shettima Ted/Fem/Fpc/Gen/01/122/07",Ted-FFem-Fpc-Gen-01-122-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM. GEN.1.122.07DOC.PDF,57 KB,1130
2007-10-10,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 75/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. I. B. Shettima. Ted/Fem/Fpc/Gen/01/123/07.",Ted-Fem-Fpc-Gen-01-123-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.123.07DOC..PDF,71 KB,1128
2007-10-15,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 76/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs) Ted/Fem/Fpc/Gen/01/124/07.",Ted-Fem-Fpc-Gen-01-124-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.124.07DOC..PDF,80 KB,1127
2007-10-17,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 77/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs.) Ted/Fem/Fpc/Gen/01/125/07.",Ted-Fem-Fpc-Gen-01-125-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.125.07DOC..PDF,80 KB,1126
2007-10-19,Central Bank of Nigeria,circulars,"Amendment of the Provisions of Memorandum 15, Section 8 (iii) of the Forex Manual",,"Recent trends software licensing, Authorised Dealers informed provisions Section 8 (iii) Memo 15 Foreign Exchange Manual reviewed forthwith. Akanji, O. O. (Mrs.) Trade & Exchange Department.
",Ted-Fem-Fpc-Gen-01-127-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.127.07.PDF,76 KB,1124
2007-10-19,Central Bank of Nigeria,circulars,Mode of Cash Disbursement and Dress Code for the Representatives of Bureaux De Change Operators.,,"Continued effort improve service delivery,Bureaux De Change (BDCs) operators,changes introduced effective Monday, October 29, 2007. Akanji, O. O. (Mrs) Trade & Exchange Department.  
",Ted-Fem-Fpc-Gen-01-128-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.128.07.PDF,72 KB,1125
2007-10-22,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 78/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs.) Ted/Fem/Fpc/Gen/01/126/07.",Ted-Fem-Fpc-Gen-126-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.126.07DOC..PDF,80 KB,1123
2007-10-23,Central Bank of Nigeria,circulars,Notice of Meeting on Import Duty Collection Scheme (IDCs),,"Designated Banks Customs Revenue Collection,Destination Inspection Service Providers,Nigeria Customs Area Controllers ASYCUDA Project Leader,Meeting hold Main Auditorium,CBN,Abuja,November 2, 2007,11.00 a.m. Akanji, O. O. (Mrs.) Trade & Exchange Department ",Ted-Fem-Fpc-130-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.130.07.PDF,74 KB,1122
2007-10-24,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 79/2007,,"Authorised Dealers,informed no Foreign Exchange Market Auction Wednesday 24th October, 2007,recent observed weak demand trend Forex Auction. Akanji, O. O. (Mrs.) Trade & Exchnage Department. ",Ted-Fem-Fpc-Gen-01-129-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.129.07DOC..PDF,80 KB,1120
2007-10-24,Central Bank of Nigeria,circulars,Year 2007 Muslim Pilgrims: Purchase of Personal Travel Allowance (PTA) in Saudi Riyal Travellers' Cheques (SRTCs),,"Authorised Dealers,general public,notified,arrangements 2007 Hajj operations,Federal Government approved concessionary exchange rate N120.00 to US$1 Personal Travel Allowance (PTA) 2007 Muslim pilgrims. Akanji, O. O. (Mrs.) Trade & Exchange Department.",Ted-Fem-Fpc-Gen-131-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.GEN.131. 2007.PDF,75 KB,1121
2007-10-29,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 80/2007,,"Authorised Dealers,informed no Foreign Exchange Market Auction Monday 29th October, 2007,recent observed weak demand trend Forex Auction. Akanji, O. O. (Mrs.) Trade & Exchnage Department. ",Ted-Fem-Fpc-Gen-01-132-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.132.07DOC..PDF,80 KB,1119
2007-10-31,Central Bank of Nigeria,circulars,Guidelines for the Appointment of Independent Directors,,"BSD,circular,guidelines,appointment,independent, directors,banking,supervision,central bank,nigeria,deposit,banks,corporate,governance,code,shareholders,interest,interna,control,board,non-executive,executive,top management,cama,bofia",BSD/DIR/GEN/CIR/V.1/013,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2007/GUIDELINES FOR THE APPOINTMENT OF INDEPENDENT DIRECTORS.PDF,62 KB,1118
2007-11-01,Central Bank of Nigeria,circulars,Sensitization Seminar on The Nigerian Export Supervision Scheme,,,ted-01-11-2007,https://www.cbn.gov.ng/OUT/CIRCULARS/CSD/2007/TED PRESS RELEASE.PDF,14 KB,1117
2007-11-05,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 81/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O.O. (Mrs.) Ted/Fem/Fpc/Gen/01/133/07.",Ted-Fem-Fpc-Gen-01-133-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.133.07DOC..PDF,80 KB,1116
2007-11-05,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 82/2007,,"Authorised Dealers,informed no Foreign Exchange Market Auction Monday 5th November, 2007,recent observed weak demand trend Forex Auction. Akanji, O. O. (Mrs.) Trade & Exchnage Department. ",Ted-Fem-Fpc-Gen-01-134-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.134.07DOC..PDF,81 KB,1115
2007-11-06,Central Bank of Nigeria,circulars,Reduction in the Period for Submission of the Statutory Returns to the CBN and NDIC,,"The deployment of the Data Submission System (DSS) of the electronic Financial Analysis and Surveillance System (e-FASS) in all banks and discount houses, has led to the automation of data extraction for the purpose of returns rendition thus, requiring less effort by banks and discount houses to submit their statutory returns.

In view of the above and the need to provide timely information to the regulatory authorities, the period for the submission of statutory returns to the CBN and NDIC has been reduced to fall due as follows:

1.	Daily Returns 	On or before 3:00 p.m. of the following  working day  	
2.	Weekly Returns 	On or before 3:00 p.m. of the second working day of the following week 	
3.	Mid-Monthly Returns 	On or before 3:00 p.m. of the following working day	

4.	Monthly, Quarterly and Semi-Annual Returns - Should be submitted on or before the 5th day after the month end. Where the 5th day happens to be a week end or a public holiday, returns should be submitted on the previous working day.

This Circular takes immediate effect and please NOTE that non-compliance with the specified periods would attract appropriate sanctions.

O.I.IMALA
DIRECTOR OF BANKING SUPERVISION 
",BSD/DIR/GEN/CIR/VOL.1/014,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2007/CIRCULAR ON RETURNS RENDITION.PDF,10 KB,1114
2007-11-07,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 83/2007,,"Foreign Exchange Market Auction offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers customers bids,Reuters Dealing 3000 Terminal. B. Musa Ted/Fem/Gen/Fpc/01/135/07.",Ted-Fem-Fpc-Gen-01-135-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.FPC.01.135.07DOC..PDF,204 KB,1113
2007-11-12,Central Bank of Nigeria,circulars,Compliance with Know Your Customer (KYC) Requirements and Banks Weekly Money Laundering Reports to the NFIU Using Xml Schema Template,,"BSD/DIR/GEN/CIR/VOL.1/015,November 8,2007,CIRCULAR TO BANKS AND,OTHER FINANCIAL INSTITUTIONS 
Compliance with Know Your Customer (KYC) Requirements and Banks Weekly Money Laundering Reports to the NFIU Using Xml Schema Template,All banks and other financial institutions operating in Nigeria are by this circular reminded of the need to ensure full compliance with customer identification requirements in line with Section 3 of Money Laundering Prohibition Act, 2004, CBN KYC Directive, 2001 and KYC Manual, 2003,Accordingly, banks and other financial institutions are required to demand and obtain complete identification information /evidence from all their customers (existing and intending). This will enable the banks to render effective money laundering (ML) returns to the Nigerian Financial intelligence Unit (NFIU) through the XML Schema Template currently being used by them to render ML returns. Consequently, where customers fail to cooperate with the banks/institutions, they should suspend further transaction on such account(s) until full compliance is achieved,This directive is to be complied with within two weeks from the date of this circular, failing which appropriate sanctions will be imposed on erring banks,O.I.IMALA,DIRECTOR OF,BANKING SUPERVISION
",BSD/DIR/GEN/CIR/VOL.1/015,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2007/COMPLIANCE WITH KNOW YOUR CUSTOMER (KYC) REQUIREMENTS AND BANKS WEEKLY MONEY LAUNDERING REPORTS TO THE NFIU USING XML SCHEMA TEMPLATE.PDF,9 KB,1112
2007-11-12,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 84/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Salako, H. A. Ted/Fem/Fpc/Gen/01/136/07.",Ted-Fem-Fpc-Gen-01-136-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.136.07DOC..PDF,67 KB,1111
2007-11-14,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 85/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O. O. (Mrs.) Ted/Fem/Fpc/Gen/01/137/07.",Ted-Fem-Fpc-Gen-01-137-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.137.07DOC..PDF,80 KB,1110
2007-11-14,Central Bank of Nigeria,circulars,"Format iro Forms M importation PMS, AGO and DPK 2003 to date",,"Format iro Forms M importation PMS, AGO and DPK 2003 to date",Ted-Fem-Fpc-Gen-01-138-07b,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.FPC.GEN.01.138.07B.PDF,8 KB,1109
2007-11-14,Central Bank of Nigeria,circulars,"Request for a List of Customers who Imported PMS, AGO and DPK from Year 2003 Till Date",,"All Authorised Dealers, forward list customers,established Forms M importation PMS,AGOand DPK 2003 to date",Ted-Fem-Fpc-Gen-01-138-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/TED.FEM.FPC.GEN.01.138.07.PDF,81 KB,1108
2007-11-19,Central Bank of Nigeria,circulars,Foreign Exchange Market Auction WDAS No. 86/2007,,"Foreign Exchange Market Auction Offers, Wholesale Dutch Auction System (WDAS) Authorised Dealers Customers bids, Reuters Dealing 3000 Terminal. Akanji, O. O. (Mrs.) Ted/Fem/Fpc/Gen/01/139/07.
",Ted-Fem-Fpc-Gen-01-139-07,https://www.cbn.gov.ng/OUT/CIRCULARS/TED/2007/FEM.FPC.01.139.07DOC..PDF,80 KB,1107
2007-11-20,Central Bank of Nigeria,circulars,Circular To All Banks- Bank Mergers & Acquisitions,,"Banks, mergers & Acquisitions,CentralbankofNigeria,financial,systems,consolidation,CBN,banking,Directors,compliance,banking,shareholders,institutions,companiesandAlliedmatters,Act,1990,banking systems,developments,merge,supervision,department,circular",BSD/DIR/GEN/CIR/VOL.1/017,https://www.cbn.gov.ng/OUT/CIRCULARS/BSD/2007/CIRCULAR TO ALL BANKS - BANK MERGERS AND ACQUISITIONS.PDF,134 KB,1106
