date,source,document_type,title,url
2013-01-06,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Result for January 2013,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/384-summary-of-auction-result-for-january-2013/file
2013-02-12,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for February 2013,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/378-summary-of-auction-results-for-february-2013/file
2013-03-11,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of March 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/379-summary-of-march-2013-fgn-bonds-auction/file
2013-04-23,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for April 2013,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/389-summary-of-auction-results-for-april-2013-1/file
2013-05-19,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of May 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/368-summary-of-may-2013-fgn-bonds-auction/file
2013-06-12,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of June 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/366-summary-of-june-2013-fgn-bonds-auction/file
2013-07-15,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for July 2013,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/359-summary-of-auction-results-for-july-2013/file
2013-08-14,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of August 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/363-summary-of-august-2013-fgn-bonds-auction/file
2013-09-16,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of September 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/372-summary-of-september-2013-fgn-bonds-auction/file
2013-10-31,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of October 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1144-summary-of-october-2013-fgn-bonds-auction/file
2013-11-19,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of November 2013 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/370-summary-of-november-2013-fgn-bonds-auction/file
2013-12-10,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for December 2013,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/358-summary-of-auction-results-for-december-2013/file
2014-01-06,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of January 2014 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/365-summary-of-january-2014-fgn-bonds-auction/file
2014-02-03,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of February 2014 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/364-summary-of-february-2014-fgn-bonds-auction/file
2014-03-17,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of March 2014 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/367-summary-of-march-2014-fgn-bonds-auction/file
2014-04-07,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for April 2014,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/356-summary-of-auction-results-for-april-2014/file
2014-05-13,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of May 2014 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/369-summary-of-may-2014-fgn-bonds-auction/file
2014-06-08,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for June 2014,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/361-summary-of-auction-results-for-june-2014/file
2014-07-21,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for July 2014,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/360-summary-of-auction-results-for-july-2014/file
2014-08-31,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for August 2014,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1143-summary-of-auction-results-for-august-2014-1/file
2014-10-15,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for October 2014,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/362-summary-of-auction-results-for-october-2014/file
2014-11-18,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of November 2014 Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/371-summary-of-november-2014-bonds-auction/file
2014-12-15,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of December 2014 Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/353-summary-of-december-2014-bonds-auction/file
2015-01-13,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for January 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/342-summary-of-auction-results-for-january-2015/file
2015-02-02,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for February 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/341-summary-of-auction-results-for-february-2015/file
2015-03-03,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for March 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/347-summary-of-auction-results-for-march-2015/file
2015-04-07,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for April 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/337-summary-of-auction-results-for-april-2015/file
2015-05-11,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for May 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/348-summary-of-auction-results-for-may-2015/file
2015-06-21,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for June 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/345-summary-of-auction-results-for-june-2015/file
2015-07-27,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of July 2015 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/355-summary-of-july-2015-fgn-bonds-auction/file
2015-08-17,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for August 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/340-summary-of-auction-results-for-august-2015/file
2015-09-28,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for September 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/352-summary-of-auction-results-for-september-2015/file
2015-10-20,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for October 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/351-summary-of-auction-results-for-october-2015/file
2015-11-25,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for November 2015,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/350-summary-of-auction-results-for-november-2015/file
2015-12-31,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of December 2015 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1142-summary-of-december-2015-fgn-bonds-auction/file
2016-01-04,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for January 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/344-summary-of-auction-results-for-january-2016/file
2016-02-08,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of February 2016 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/354-summary-of-february-2016-fgn-bonds-auction/file
2016-03-16,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for March 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1919-summary-of-auction-results-for-march-2016/file
2016-04-12,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for April 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/338-summary-of-auction-results-for-april-2016/file
2016-05-16,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for May 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/349-summary-of-auction-results-for-may-2016/file
2016-06-13,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for June 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/346-summary-of-auction-results-for-june-2016/file
2016-07-31,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of July 2016 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1141-summary-of-july-2016-fgn-bonds-auction/file
2016-08-31,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for August 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1009-summary-of-auction-results-for-august-2016/file
2016-09-14,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of September 2016 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1755-summary-of-september-2016-fgn-bonds-auction/file
2016-10-12,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of October 2016 FGN Bonds Auction,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1801-summary-of-october-2016-fgn-bonds-auction/file
2016-11-16,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for November 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1837-summary-of-auction-results-for-november-2016/file
2016-12-14,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for December 2016,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1869-summary-of-auction-results-for-december-2016/file
2017-01-18,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for January 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1902-summary-of-auction-results-for-january-2017/file
2017-02-15,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for February 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1931-summary-of-fgn-bond-auction-results-for-february-2017/file
2017-03-15,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for March 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/1990-summary-of-auction-results-for-march-2017/file
2017-04-12,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for April 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2025-summary-of-fgn-bond-auction-results-for-april-2017/file
2017-05-10,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for May 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2046-summary-of-fgn-bond-auction-results-for-may-2017/file
2017-06-21,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for June 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2091-summary-of-fgn-bond-auction-results-for-june-2017/file
2017-07-12,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for July 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2120-summary-of-fgn-bond-auction-results-for-july-2017/file
2017-08-23,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for August 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2156-summary-of-auction-results-for-august-2017/file
2017-09-27,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for September 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2207-summary-of-fgn-bond-auction-results-for-september-2017/file
2017-10-25,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for October 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2231-summary-of-fgn-bond-auction-results-for-october-2017/file
2017-11-22,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for  November, 2017",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2262-summary-of-fgn-bond-auction-results-for-november-2017/file
2017-12-13,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for December 2017,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2286-summary-of-fgn-bond-auction-results-for-december-2017/file
2018-01-24,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for January, 2018",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2323-summary-of-fgn-bond-auction-results-for-january-2018/file
2018-02-21,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for February, 2018",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2354-summary-of-fgn-bond-auction-results-for-february-2018/file
2018-03-21,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for March, 2018",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2389-summary-of-fgn-bond-auction-results-for-march-2018/file
2018-04-25,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for April 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2417-summary-of-fgn-bond-auction-results-for-april-2018/file
2018-05-23,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for May 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2442-summary-of-fgn-bond-auction-results-for-may-2018/file
2018-06-27,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of Auction Results for June, 2018",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2480-summary-of-auction-results-for-june-2018/file
2018-07-25,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for July 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2506-summary-of-fgn-bond-auction-results-for-july-2018/file
2018-08-15,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for August 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2530-summary-of-auction-results-for-august-2018/file
2018-09-26,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for September 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2567-summary-of-fgn-bond-auction-results-for-september-2018/file
2018-10-24,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for October, 2018",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2593-summary-of-fgn-bond-auction-results-for-october-2018/file
2018-11-21,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for November 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2623-summary-of-auction-results-for-november-2018/file
2018-12-19,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for December 2018,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2650-summary-of-fgn-bond-auction-results-for-december-2018/file
2019-01-30,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for January, 2019",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2695-summary-of-fgn-bond-auction-results-for-january-2019/file
2019-02-20,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for February 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2714-summary-of-auction-results-for-february-2019/file
2019-03-27,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for March, 2019",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2744-summary-of-fgn-bond-auction-results-for-march-2019/file
2019-04-24,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for April 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2779-summary-of-auction-results-for-april-2019/file
2019-05-22,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for May 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2801-summary-of-fgn-bond-auction-results-for-may-2019/file
2019-06-26,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for June 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2834-summary-of-auction-results-for-june-2019/file
2019-07-24,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for July 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2867-summary-of-fgn-bond-auction-results-for-july-2019/file
2019-08-21,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for August 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2895-summary-of-fgn-bond-auction-results-for-august-2019/file
2019-09-17,Debt Management Office Nigeria,fgn_bond_auction_result,September 2019 FGN Bond Offer Circular,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2919-september-2019-fgn-bond-offer-circular/file
2019-09-25,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for September 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2928-summary-of-auction-results-for-september-2019/file
2019-10-23,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for October, 2019",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2962-summary-of-fgn-bond-auction-results-for-october-2019/file
2019-11-20,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for November 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/2984-summary-of-auction-results-for-november-2019/file
2019-12-18,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of Auction Results for December 2019,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3010-summary-of-auction-results-for-december-2019/file
2020-01-22,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for January, 2020",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3047-summary-of-fgn-bond-auction-results-for-january-2020/file
2020-02-19,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for February 2020,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3076-summary-of-auction-results-for-february-2020/file
2020-03-25,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for March, 2020",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3111-summary-of-fgn-bond-auction-results-for-march-2020/file
2020-04-22,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for April 2020,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3155-summary-of-fgn-bond-auction-results-for-april-2020/file
2020-05-20,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for May 2020,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3186-summary-of-fgn-bond-auction-results-for-may-2020/file
2020-06-17,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for June 2020,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3214-summary-of-fgn-bond-auction-results-for-june-2020/file
2020-07-22,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for July 2020,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3257-summary-of-fgn-bond-auction-results-for-july-2020/file
2020-08-19,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for August, 2020",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3285-summary-of-fgn-bond-auction-results-for-august-2020/file
2020-09-23,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of Auction Results for September, 2020",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3327-summary-of-auction-results-for-september-2020/file
2020-10-21,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for October, 2020",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3352-summary-of-fgn-bond-auction-results-for-october-2020/file
2020-11-18,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for November, 2020",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3376-summary-of-fgn-bond-auction-results-for-november-2020/file
2020-12-16,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for December 2020,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3402-summary-of-fgn-bond-auction-results-for-december-2020/file
2021-01-20,Debt Management Office Nigeria,fgn_bond_auction_result,Summary of FGN Bond Auction Results for January 2021,https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3436-summary-of-fgn-bond-auction-results-for-january-2021/file
2021-02-17,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for February, 2021",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3463-summary-of-fgn-bond-auction-results-for-february-2021/file
2021-03-24,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for March, 2021",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3507-summary-of-fgn-bond-auction-results-for-march-2021/file
2021-04-21,Debt Management Office Nigeria,fgn_bond_auction_result,"Summary of FGN Bond Auction Results for April, 2021",https://www.dmo.gov.ng/fgn-bonds/bonds-auction-results/3530-summary-of-fgn-bond-auction-results-for-april-2021/file
