year,source,document_type,title,url
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 16 March 2022 (pdf 0.4MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/march-2022.pdf
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 3 August 2022 (pdf 0.4MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/monetary-policy-summary-and-minutes-august-2022.pdf
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 14 December 2022 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/monetary-policy-summary-and-minutes-december-2022.pdf
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 15 June 2022 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/monetary-policy-summary-and-minutes-june-2022.pdf
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 4 May 2022 (pdf 0.4MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/monetary-policy-summary-and-minutes-may-2022.pdf
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 2 November 2022 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/monetary-policy-summary-and-minutes-november-2022.pdf
2022,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 21 September 2022 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2022/september-2022.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 2 August 2023 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-august-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 13 December 2023 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-december-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 1 February 2023 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-february-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 21 June 2023 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-june-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 22 March 2023 (pdf 0.3MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-march-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 10 May 2023 (pdf 0.5MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-may-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 1 November 2023 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-november-2023.pdf
2023,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 20 September 2023 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2023/monetary-policy-summary-and-minutes-september-2023.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 31 July 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-august-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 18 December 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-december-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 31 January 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-february-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 19 June 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-june-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 20 March 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-march-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 8 May 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-may-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 6 November 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-november-2024.pdf
2024,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 18 September 2024 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2024/monetary-policy-summary-and-minutes-september-2024.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 6 August 2025 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-august-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 17 December 2025 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-december-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 5 February 2025 (pdf 0.5MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-february-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 18 June 2025 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-june-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 19 March 2025 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-march-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 7 May 2025 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-may-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 5 November 2025 (pdf 0.3MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-november-2025.pdf
2025,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 17 September 2025 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2025/monetary-policy-summary-and-minutes-september-2025.pdf
2025,Bank of England,mpc_minutes,Bank Rate reduced to 3.75% - December 2025 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2025/december-2025
2025,Bank of England,mpc_minutes,Bank Rate maintained at 4% - November 2025 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2025/november-2025
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting on 29 April 2026 (pdf 0.3MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2026/monetary-policy-summary-and-minutes-april-2026.pdf
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 4 February 2026 (pdf 0.2MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2026/monetary-policy-summary-and-minutes-february-2026.pdf
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 29 July 2026 (pdf 0.3MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2026/monetary-policy-summary-and-minutes-july-2026.pdf
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting on 17 June 2026 (pdf 0.3MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2026/monetary-policy-summary-and-minutes-june-2026.pdf
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting ending on 18 March 2026 (pdf 0.3MB),https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-summary-and-minutes/2026/monetary-policy-summary-and-minutes-march-2026.pdf
2026,Bank of England,mpc_minutes,Bank Rate maintained at 3.75% - April 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/april-2026
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting - December 2026 (to be published at 12pm),https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/december-2026
2026,Bank of England,mpc_minutes,Bank Rate maintained at 3.75% - February 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/february-2026
2026,Bank of England,mpc_minutes,Bank Rate maintained at 3.75% - July 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/july-2026
2026,Bank of England,mpc_minutes,Bank Rate maintained at 3.75% - June 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/june-2026
2026,Bank of England,mpc_minutes,Bank Rate maintained at 3.75% - March 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/march-2026
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting - November 2026 (to be published at 12pm),https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/november-2026
2026,Bank of England,mpc_minutes,Monetary Policy Summary and minutes of the Monetary Policy Committee meeting - September 2026 (to be published at 12pm),https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/september-2026
