date,amtOffered,auction,auctionDate,auctionNo,id,maturityDate,netType,netValue,rangeBid,rate,rateDescription,securityType,successfulBidRates,tenor,totalAmtRepaid,totalSubscription,totalSuccessful,trueYield,week
2007-12-13,5000,Primary Market,December-13-2007,13-12-2007/91,1051,March-13-2008,Sales,5000,6.9900% - 7.8000%,7.6,Issue,NTB,6.9900% - 7.6000%,91,10000,4978.41,5000,7.7464,
2007-12-13,30554.43,Primary Market,December-13-2007,13-12-2007/182,1052,June-12-2008,Sales,60000,7.0000% - 9.5000%,8,Issue,NTB,7.0000% - 8.0000%,182,10000,55804.43,60000,8.3314,
2007-12-14,30000,Primary Market,December-14-2007,14-12-07 - FGN BONDS,1053,December-14-2010,Sales,30000,6.7500% - 10.5000%,8.99,Maginal,FGN Bonds,6.7500% - 8.9900%,3,0,66440,30000,8.9966,
2007-12-14,20000,Primary Market,December-14-2007,14-12-07 -FGN BONDS,1054,December-14-2017,Sales,20000,8.0000% - 13.5000%,11.03,Maginal,FGN Bonds,8.0000% - 11.0300%,10,0,61050,20000,11.0633,
2007-12-18,,OMO,December-18-2007,18-12-07/170 DAYS- O,1055,June-05-2008,Sales,50000,7.7500 - 8.9300,8.13,Issue,NTB,7.7500 -8.125,170,0,23500,50000,8.4437,
2007-12-18,,OMO,December-18-2007,18/12/07/261D-OMO,1056,September-04-2008,Sales,50000,7.6000% - 8.6250%,8.63,Issue,NTB,7.6000% - 8.6250%,261,0,31000,50000,9.1903,
2007-12-21,5000,Primary Market,December-21-2007,21-12-2007/91,1057,March-21-2008,Sales,5000,7.2000% - 8.0000%,7.58,Issue,NTB,7.2000% - 7.5800%,91,10000,7993.51,5000,7.7256,
2007-12-21,100000,Primary Market,December-21-2007,21-12-2007/182,1058,June-20-2008,Sales,78643.83,7.4000% - 10.0000%,8.38,Issue,NTB,7.4000% - 8.3750%,182,21356.17,39200,100000,8.7389,
2007-12-27,5000,Primary Market,December-27-2007,27/12/2007/91,1059,December-27-2098,Sales,815.71,7.2000 % - 8.5000%,8.5,Issue,NTB,7.2000% - 8.5000%,91,5000,4184.29,5000,8.6835,
2007-12-27,100000,Primary Market,December-27-2007,27-12-2007/182,1060,December-27-2189,Sales,90000,8.0000% - 8.7500%,8.75,Issue,NTB,8.0000% - 8.7500%,182,10000,4867.45,100000,9.148,
2008-01-03,5000,Primary Market,January-03-2008,03/01/08/91,1061,April-03-2008,Sales,0,7.2500% - 8.5000%,8.5,Issue,NTB,7.2500% - 8.5000%,91,5000,5196.14,5000,8.6835,
2008-01-03,10000,Primary Market,January-03-2008,03/01/08/182,1062,July-03-2008,Sales,0,8.5000% - 8.7400%,8.7,Issue,NTB,8.5000% - 8.7000%,182,10000,11809.83,10000,9.0934,
2008-01-08,,OMO,January-08-2008,08-01-2008/274,1063,October-08-2008,Sales,2000,8.8500%,8.85,Issue,NTB,8.8500%,274,0,2000,2000,9.478,
2008-01-10,5000,Primary Market,January-10-2008,10-01-2008/91,1064,April-10-2008,Sales,0,8.0000% - 8.7500%,8.75,Issue,NTB,8.0000% - 8.7500%,91,5000,4840.65,5000,8.9446,
2008-01-10,35000,Primary Market,January-10-2008,10-01-2008/182,1065,July-10-2008,Sales,5480.47,8.0000% - 9.9500%,9,Issue,NTB,8.0000% - 9.0000%,182,10000,18480.47,15480,9.4217,
2008-01-10,,OMO,January-10-2008,10-01-2008/273,1066,October-09-2008,Sales,3000,8.7000% -  8.8000%,8.8,Issue,NTB,8.8000%,273,6000,9000,9000,9.4182,
2008-01-10,25000,Primary Market,January-10-2008,10-01-2008/364,1067,January-08-2009,Sales,25000,8.0000% - 9.5000%,8.23,Issue,NTB,8.0000% - 8.2300%,364,0,57849.4,25000,8.9637,
2008-01-11,,OMO,January-11-2008,11-01-2008/272,1068,October-09-2008,Sales,16000,9.0000%,9,Issue,NTB,9.0000%,272,0,16000,16000,9.6451,
2008-01-17,,OMO,January-17-2008,17/01/2008/OMO/182/B,1069,July-17-2008,Sales,2000,9.125,9.13,Issue,NTB,9.125,182,0,2000,2000,9.5587,
2008-01-17,,OMO,January-17-2008,17/01/2008/OMO/322,1070,December-04-2008,Sales,5000,9.0000%,9,Issue,NTB,9.0000%,322,0,5000,5000,9.7739,
2008-01-18,,OMO,January-18-2008,18/02/2008/OMO/321,1071,December-04-2008,Sales,5000,9.10 - 9.15,9.1,Issue,NTB,9.1,321,0,5000,5000,9.8893,
2008-01-24,,OMO,January-24-2008,24-01-2008/91,1072,April-24-2008,Sales,110.45,8.00 - 9.00,8.5,Issue,NTB,8.00 - 8.50,91,5000,5055.45,5110,8.6835,
2008-01-24,,OMO,January-24-2008,24-01-2008/OMO/182,1073,July-24-2008,Sales,39000,9.00  - 9.25,9,Issue,NTB,9,182,45000,6000,6000,9.4217,
2008-01-25,30000,Primary Market,January-25-2008,25-01-2008/3YRS/FGN,1074,January-25-2011,Sales,30000,7.1000% - 11.0000%,9,Maginal,FGN Bonds,9.0000%,3,0,49390,30000,9.0066,
2008-01-25,20000,Primary Market,January-25-2008,25-01-2008/5YRS/FGN,1075,January-25-2013,Sales,20000,7.95 - 12.50,9.45,Maginal,FGN Bonds,9.45,5,0,45360,20000,9.4622,
2008-01-25,,OMO,January-25-2008,25-01-2008/OMO/111,1076,May-15-2008,Sales,2000,8.65,8.65,Issue,NTB,8.65,111,2000,2000,2000,8.883,
2008-01-25,,OMO,January-25-2008,25-01-2008/OMO/118,1077,May-22-2008,Sales,2000,8.7,8.7,Issue,NTB,8.7,118,2000,2000,2000,8.9511,
2008-01-25,,OMO,January-25-2008,25-01-2008/OMO/125A,1078,May-29-2008,Sales,2000,8.7,8.7,Issue,NTB,8.7,125,2000,2000,2000,8.9664,
2008-01-25,,OMO,January-25-2008,25-01-2008/OMO/195,1079,August-07-2008,Sales,5000,9.10 9.15,9.1,Issue,NTB,9.1,195,0,5000,5000,9.5637,
2008-01-31,5000,Primary Market,January-31-2008,31-01-08-91,1080,May-01-2008,Sales,0,8.0000% - 8.7000%,8.5,Maginal,NTB,8.0000% - 8.5000,91,5000,3176.1,5000,8.6835,
2008-01-31,40000,Primary Market,January-31-2008,31-01-08-182,1081,July-31-2008,Sales,0,8.7000% - 9.5000%,9.15,Maginal,NTB,8.7000% - 9.1500%,182,10000,14105,14105,9.5862,
2008-02-07,5106.56,Primary Market,February-07-2008,07-02-08-91,1082,May-08-2008,Sales,0,8.0000% - 9.4000%,8.5,Maginal,NTB,8.0000% - 8.5000%,91,5106.56,6063.4,5107,8.6835,
2008-02-07,35000,Primary Market,February-07-2008,07-02-08-182A,1083,August-07-2008,Sales,0,8.7500% - 10.0000%,9.5,Issue,NTB,8.7500% - 9.5000%,182,10000,18733,10000,9.971,
2008-02-07,15000,Primary Market,February-07-2008,07-02-08-364,1084,February-05-2009,Sales,15000,7.9900% - 9.5000%,9.5,Issue,NTB,7.9900% - 9.5000%,364,0,13716,13716,10.4912,
2008-02-12,,OMO,February-12-2008,12-02-08-331-OMO,1085,January-08-2009,Sales,4000,9.4500%,9.45,Maginal,NTB,9.4500%,331,0,4000,4000,10.3331,
2008-02-13,,OMO,February-13-2008,13-02-08-330-OMO,1086,January-08-2009,Sales,12000,9.5000%,9.5,Maginal,NTB,9.5000%,330,0,12000,12000,10.39,
2008-02-14,5000,Primary Market,February-14-2008,14-02-08-91,1087,May-15-2008,Sales,0,8.0000% - 9.6500%,8.5,Maginal,NTB,8.0000% - 8.5000%,91,5000,7529,5000,8.6835,
2008-02-14,35000,Primary Market,February-14-2008,14-02-08-182,1088,August-14-2008,Sales,11011,8.9990% - 10.0000%,9.5,Issue,NTB,8.9990% - 9.5000%,182,10000,32011,21011,9.971,
2008-02-14,,OMO,February-14-2008,14-02-08-294-OMO,1089,December-04-2008,Sales,4000,9.4500%,9.45,Maginal,NTB,9.4500%,294,0,4000,4000,10.2263,
2008-02-14,,OMO,February-14-2008,14-02-08-329-OMO,1090,January-08-2009,Sales,2000,9.3500%,9.35,Maginal,NTB,9.3500%,329,0,2000,2000,10.208,
2008-02-15,,OMO,February-15-2008,15-02-08-328-OMO,1091,January-08-2009,Sales,9500,9.5000%,9.5,Maginal,NTB,9.5000%,328,5500,15000,15000,10.3841,
2008-02-19,,OMO,February-19-2008,19-02-08-232-OMO,1092,October-08-2008,Sales,8000,9.4000%,9.4,Maginal,NTB,9.4000%,232,0,8000,8000,9.9956,
2008-02-19,,OMO,February-19-2008,13-02-08-330-OMO,1093,January-14-2009,Sales,12000,9.5000%,9.5,Maginal,NTB,9.5000%,330,0,12000,12000,10.39,
2008-02-20,,OMO,February-20-2008,20-02-08-260-OMO,1094,November-06-2008,Sales,6000,9.5000% - 9.7500%,9.5,Issue,NTB,9.5000%,260,0,8000,6000,10.1875,
2008-02-21,5000,Primary Market,February-21-2008,21-02-08-91,1095,May-22-2008,Sales,0,8.0000% - 9.0000%,8.75,Maginal,NTB,8.0000% - 8.7500%,91,5000,7265.16,5000,8.9446,
2008-02-21,31756.05,Primary Market,February-21-2008,21-02-08-182,1096,August-21-2008,Sales,21756.05,8.8990% - 10.0000%,9.5,Maginal,NTB,8.8990% - 9.5000%,182,10000,43756.05,31756,9.971,
2008-02-21,,OMO,February-21-2008,21-02-08-259-OMO,1097,November-06-2008,Purchases,4000,9.5000%,9.5,Maginal,NTB,9.5000%,259,10000,6000,6000,10.1847,
2008-02-22,,OMO,February-22-2008,22-02-08-258-OMO,1098,November-06-2008,Sales,13000,9.5000%,9.5,Maginal,NTB,9.5000%,258,0,13000,13000,10.1819,
2008-02-26,,OMO,February-26-2008,OMO.2008-000451/25/0,1099,July-11-2008,Sales,5000,9.25 - 9.45,9.25,Issue,NTB,9.25,136,0,5000,5000,9.5793,
2008-02-26,,OMO,February-26-2008,OMO.2008-000450/25/0,1100,July-18-2008,Sales,2000,9.20 - 9.35,9.2,Issue,NTB,9.2,143,0,6000,2000,9.543,
2008-02-26,,OMO,February-26-2008,OMO.2008-000449/25/2,1101,January-09-2009,Sales,2000,9.5,9.5,Issue,NTB,9.5,318,0,2000,2000,10.3547,
2008-02-28,,OMO,February-28-2008,OMO.2008-000454/28/0,1102,August-28-2008,Sales,5000,9.20 - 9.25,9.2,Issue,NTB,9.2,182,25000,20000,20000,9.6411,
2008-02-28,,OMO,February-28-2008,OMO.2008-000453/28/0,1103,January-08-2009,Sales,2000,9.25 - 9.50,9.25,Issue,NTB,9.25,315,0,2000,2000,10.0501,
2008-02-29,30000,Primary Market,February-29-2008,29-02-08/3/YRS/FGN B,1104,February-28-2011,Sales,30000,8.80 - 10.75,9.5,Maginal,FGN Bonds,9.5,3,0,40040,30000,9.5074,
2008-02-29,20000,Primary Market,February-29-2008,29-02-08/FGN BOD/5-Y,1105,February-28-2013,Sales,20000,9.00 - 11.40,10.3,Maginal,FGN Bonds,10.3,5,0,24745,20000,10.3145,
2008-02-29,,OMO,February-29-2008,OMO.2008-000455/29/2,1106,January-08-2009,Sales,4000,9.25 - 9.50,9.25,Issue,NTB,9.25,314,0,4000,4000,10.0473,
2008-03-05,,OMO,March-05-2008,OMO.2008-000456/5/2/,1107,January-08-2009,Sales,2000,9.25,9.25,Issue,NTB,9.25,309,0,2000,2000,10.0336,
2008-03-06,5000,Primary Market,March-06-2008,06/03/2008/91,1108,June-05-2008,Sales,0,8.00 - 9.00,8.5,Issue,NTB,8.00 - 8.50,91,5000,3126.58,5000,8.6835,
2008-03-06,35000,Primary Market,March-06-2008,06/03/2008/182,1109,September-04-2008,Sales,26750.58,9.00 - 9.65,9.25,Issue,NTB,9.00 - 9.25,182,10000,22236.62,8249,9.696,
2008-03-06,,OMO,March-06-2008,6/03/2008/308,1110,January-08-2009,Sales,13000,9.25 - 9.55,9.25,Issue,NTB,9.25,308,15000,2000,2000,10.0308,
2008-03-06,15000,Primary Market,March-06-2008,06/03/2008/364,1111,March-05-2009,Sales,15000,8.47 - 10.01,8.99,Issue,NTB,8.47 - 8.99,364,0,72828.84,15000,9.8727,
2008-03-07,,OMO,March-07-2008,10-03-2008/OMO/304,1112,January-05-2009,Sales,6000,9.20 - 9.35,9.25,Issue,NTB,9.20 - 9.25,304,0,6000,6000,10.0198,
2008-03-07,,OMO,March-07-2008,7/3/2008/307,1113,January-08-2009,Sales,8000,9.25 - 9.55,9.25,Issue,NTB,9.25,307,0,8000,8000,10.0281,
2008-03-07,,OMO,March-07-2008,10-03-2008/OMO/332,1114,February-02-2009,Sales,7000,9.25 - 9.65,9.25,Issue,NTB,9.25,332,0,7000,7000,10.0972,
2008-03-07,,OMO,March-07-2008,07/03/2008/335,1115,February-05-2009,Sales,2000,9.25 - 9.55,9.25,Issue,NTB,9.25,335,0,2000,2000,10.1056,
2008-03-12,,OMO,March-12-2008,12-03-08/OMO/302,1116,January-08-2009,Sales,2000,9.30 - 9.55,9.3,Issue,NTB,9.3,302,0,2000,2000,10.073,
2008-03-12,,OMO,March-12-2008,12-03-08/OMO/330,1117,February-05-2009,Sales,8000,9.25 - 9.60,9.3,Issue,NTB,9.25 - 9.30,330,0,8000,8000,10.1512,
2008-03-13,5000,Primary Market,March-13-2008,13-03-2008/91,1118,June-12-2008,Sales,0,8.00 - 9.00,8.5,Issue,NTB,8.00 -  8.50,91,5000,4143.34,5000,8.6835,
2008-03-13,10000,Primary Market,March-13-2008,13-03-2008/182,1119,September-11-2008,Sales,5353.54,9.00 - 10.00,9.2,Issue,NTB,9.00 - 9.20,182,10000,49353.54,15354,9.6411,
2008-03-13,,OMO,March-13-2008,13-03-08/OMO/329,1120,February-05-2009,Sales,51000,9.25,9.25,Issue,NTB,9.25,329,53000,2000,2000,10.0889,
2008-03-14,,OMO,March-14-2008,14-03-2008/OMO/328,1121,February-05-2009,Sales,2000,9.2,9.2,Issue,NTB,9.2,328,0,2000,2000,10.0267,
2008-03-18,,OMO,March-18-2008,18/03/2008/OMO/177,1122,September-11-2008,Sales,5000,9.10  - 9.50,9.1,Issue,NTB,9.1,177,0,5000,5000,9.5189,
2008-03-18,,OMO,March-18-2008,18/03/2008/OMO/296,1123,January-08-2009,Sales,7000,9.2,9.2,Issue,NTB,9.2,296,0,7000,7000,9.9395,
2008-03-20,5000,Primary Market,March-20-2008,20-03-2008/91,1124,June-19-2008,Sales,0,8.00 - 8.70,8.7,Issue,NTB,8.00 - 8.70,91,5000,4266.77,5000,8.8924,
2008-03-20,102643.83,Primary Market,March-20-2008,20-03-2008/182,1125,September-18-2008,Sales,0,8.90 - 10.00,9.1,Issue,NTB,8.90 - 9.10,182,13000,41670.4,13000,9.5313,
2008-03-27,5000,Primary Market,March-27-2008,27-03-2008/91,1126,June-26-2008,Sales,0,8.00 - 9.25,8.3,Issue,NTB,8.00 - 8.30,91,5000,8687.59,5000,8.4749,
2008-03-27,35000,Primary Market,March-27-2008,27-03-2008/182,1127,September-25-2008,Sales,25000,9.00 - 10.25,9.23,Issue,NTB,9.00 - 9.225,182,10000,38665.6,35000,9.6685,
2008-03-28,30000,Primary Market,March-28-2008,28-03-2008/FGN/BONDS,1128,March-28-2011,Sales,30000,8.50 - 10.45,9.45,Maginal,FGN Bonds,8.50 - 9.45,3,0,44000,30000,9.4573,
2008-03-28,20000,Primary Market,March-28-2008,28-03-2008/FGN BONDS,1129,March-28-2013,Sales,20000,9.00 - 11.06,9.97,Maginal,FGN Bonds,9.00 - 9.97,5,0,39610,20000,9.9836,
2008-03-28,,OMO,March-28-2008,28-03-2008/REV REPO/,1130,April-04-2008,Sales,41000,5.9558,5.96,Issue,NTB,5.9558,7,0,41000,41000,5.9626,
2008-03-28,,OMO,March-28-2008,28-03-08/REV REPO/10,1131,April-07-2008,Sales,15000,5.9558,5.96,Issue,NTB,5.9558,10,0,15000,15000,5.9655,
2008-03-28,,OMO,March-28-2008,28-03-08/REV REPO/12,1132,April-09-2008,Sales,10000,5.9558,5.96,Issue,NTB,5.9558,12,0,10000,10000,5.9675,
2008-03-28,,OMO,March-28-2008,28-03-2008/OMO/181,1133,September-25-2008,Sales,7000,8.92 - 9.50,9.1,Issue,NTB,8.92 - 9.10,181,0,7000,7000,9.5288,
2008-04-03,5000,Primary Market,April-03-2008,03-04-200/91DAY,1134,July-03-2008,Sales,0,8.00 - 9.50,8.2,Issue,NTB,8.00 - 8.20,91,5000,6482.97,5000,8.3707,
2008-04-03,35000,Primary Market,April-03-2008,03-04-2008/182DAY,1135,October-02-2008,Sales,25000,9.00 - 10.20,9.23,Issue,NTB,9.00 - 9.225,182,10000,59756.54,35000,9.6685,
2008-04-10,5000,Primary Market,April-10-2008,10-04-2008/91DAY,1136,July-10-2008,Sales,0,8.00 - 8.25,8.25,Issue,NTB,8.00 - 8.25,91,5000,5365.28,5000,8.4228,
2008-04-10,35556.56,Primary Market,April-10-2008,10-04-2008/182DAY,1137,October-09-2008,Sales,25556.56,8.50 - 10.20,9.31,Issue,NTB,8.50 - 9.308,182,10000,52738.7,35557,9.7597,
2008-04-10,15000,Primary Market,April-10-2008,10-04-2008/364DAY,1138,April-09-2009,Sales,15000,8.92 - 10.00,9.08,Issue,NTB,8.92 - 9.08,364,0,74132.14,15000,9.9814,
2008-04-11,0,OMO,April-11-2008,11-04-08/OMO/167,1139,September-25-2008,Sales,2000,9.25,9.25,Issue,OMO,9.25,167,0,2000,2000,9.6576,4th Week
2008-04-11,,OMO,April-11-2008,11-04-08/OMO/209,1140,November-06-2008,Sales,2000,9.2,9.2,Issue,NTB,9.2,209,0,2000,2000,9.7101,
2008-04-17,35000,Primary Market,April-17-2008,17-04-2008/182,1141,October-16-2008,Sales,25000,9.00 - 10.20,9.2,Issue,NTB,9.00 - 9.20,182,10000,52519.24,35000,9.6411,
2008-04-18,5000,Primary Market,April-18-2008,17-04-2008/91,1142,July-18-2008,Sales,0,8.00 - 9.15,8.15,Issue,NTB,8.00 - 8.15,91,5000,5088.02,5000,8.3186,
2008-04-23,,OMO,April-23-2008,OMO-23-04-2008/260,1143,January-08-2009,Sales,2000,9.21 - 9.45,9.21,Issue,NTB,9.21,260,0,2000,2000,9.8548,
2008-04-23,,OMO,April-23-2008,OMO-23-04-2008/288,1144,February-05-2009,Sales,10000,9.21 - 9.45,9.21,Issue,NTB,9.21,288,0,10000,10000,9.9296,
2008-04-24,5110.45,Primary Market,April-24-2008,24-04-2008/91,1145,July-24-2008,Sales,0,7.99 - 9.40,8.1,Issue,NTB,7.99 - 8.10,91,5110.45,5110.45,5110,8.2665,
2008-04-24,35000,Primary Market,April-24-2008,24-04-2008/182,1146,October-23-2008,Sales,25000,8.00 - 10.00,9.25,Issue,NTB,8.00 - 9.25,182,10779.68,75774.62,35000,9.696,
2008-04-24,,OMO,April-24-2008,OMO-24-04-2008/196,1147,November-06-2008,Sales,78000,9.15 - 9.45,9.15,Issue,NTB,9.15,196,80000,2000,2000,9.6215,
2008-04-25,30000,Primary Market,April-25-2008,5-YEAR/FGN/BOND/25-0,1148,April-25-2013,Sales,30000,7.50 - 10.75,9.65,Maginal,FGN Bonds,9.65,5,0,57995,30000,9.6627,
2008-04-29,,OMO,April-29-2008,7-DAY REVERSE REPO/2,1149,May-06-2008,Sales,61450,5.9558,5.96,Issue,NTB,5.9558,7,0,61450,61450,5.9626,
2008-04-29,,OMO,April-29-2008,29-04-2008/OMO/177,1150,October-23-2008,Sales,12000,9.15 - 9.45,9.15,Issue,NTB,9.15,177,0,12000,12000,9.5736,
2008-04-29,,OMO,April-29-2008,29-04-2008/OMO/191,1151,November-06-2008,Sales,14000,9.10 - 9.45,9.3,Issue,NTB,9.1,191,0,14000,14000,9.7744,
2008-04-29,,OMO,April-29-2008,28-04-2008/OMO/192,1152,November-07-2008,Sales,10000,9.10 - 9.45,9.1,Issue,NTB,9.1,192,0,10000,10000,9.5562,
2008-04-30,,OMO,April-30-2008,7-DAY REVERSE REPO/3,1153,May-07-2008,Sales,11200,5.9558,5.96,Issue,NTB,5.9558,7,0,11200,11200,5.9626,
2008-04-30,,OMO,April-30-2008,30-04-2008/OMO/106,1154,August-14-2008,Sales,2000,8.15 - 9.50,8.15,Issue,NTB,8.15,106,0,2000,2000,8.347,
2008-04-30,,OMO,April-30-2008,30-04-2008/OMO/176,1155,October-23-2008,Sales,28000,9.15 - 9.50,9.15,Issue,NTB,9.15,176,0,28000,28000,9.5711,
2008-05-02,5000,Primary Market,May-02-2008,01-05-2008/91DAY,1156,August-01-2008,Sales,0,8.00 - 8.15,8.15,Issue,NTB,8.15,91,5000,4344.92,5000,8.3186,
2008-05-02,35000,Primary Market,May-02-2008,02-05-2008/182DAY,1157,October-31-2008,Sales,25000,8.95 - 9.45,9.25,Issue,NTB,9.25,182,10000,28177.84,35000,9.696,
2008-05-06,,OMO,May-06-2008,06-05-08/OMO/177,1158,October-30-2008,Sales,5000,9.15 - 9.50,9.15,Issue,NTB,9.15,177,0,5000,5000,9.5736,
2008-05-08,35527.53,Primary Market,May-08-2008,08-05-2008/182,1159,November-06-2008,Sales,25527.53,8.99 - 10.00,9.25,Issue,NTB,8.99 - 9.25,182,10000,42279.98,35528,9.696,
2008-05-08,15000,Primary Market,May-08-2008,08-05-2008/364,1160,May-07-2009,Sales,15000,8.78 - 10.00,8.88,Issue,NTB,8.78 - 8.88,364,0,76966.45,15000,9.7402,
2008-05-09,,OMO,May-09-2008,09/05/2008/OMO/272,1161,February-05-2009,Sales,9000,9.25 - 9.50,9.25,Issue,NTB,9.25,272,0,9000,9000,9.9328,
2008-05-14,5110,Primary Market,May-14-2008,08-05-2008/91,1162,August-13-2008,Sales,0,8.00 - 9.60,8.4,Issue,NTB,8.00 - 8.40,91,5110,6382.55,5110,8.5792,
2008-05-20,,OMO,May-20-2008,20/05/2008/OMO/134,1163,October-01-2008,Sales,2000,9.10 - 9.45,9.1,Issue,NTB,9.1,134,0,2000,2000,9.4136,
2008-05-20,,OMO,May-20-2008,20/05/08/OMO/232,1164,January-07-2009,Sales,2000,9.10 - 9.45,9.1,Issue,NTB,9.1,232,2000,2000,2000,9.657,
2008-05-22,,OMO,May-22-2008,22/05/2008/REV REPO/,1165,May-29-2008,Sales,30000,5.9558,5.96,Issue,NTB,5.9558,7,0,30000,30000,5.9626,
2008-05-22,,OMO,May-22-2008,22/05/2008/OMO/70,1166,July-31-2008,Sales,5000,8.00 - 8.50,8,Issue,NTB,8,70,0,5000,5000,8.1243,
2008-05-22,,OMO,May-22-2008,22/05/2008/OMO/119,1167,September-18-2008,Sales,5000,8.25 - 8.75,8.4,Issue,NTB,8.25 - 8.40,119,0,5000,5000,8.6359,
2008-05-22,,OMO,May-22-2008,22/05/2008/OMO/147,1168,October-16-2008,Sales,4000,9.00 - 9.50,9,Issue,NTB,9,147,0,4000,4000,9.3375,
2008-05-22,,OMO,May-22-2008,22/05/2008/OMO/182,1169,November-20-2008,Sales,4000,9.00 - 9.50,9.25,Issue,NTB,9.00 - 9.25,182,0,4000,4000,9.696,
2008-05-26,,OMO,May-26-2008,26-05-08/NOM/122D,1170,September-25-2008,Sales,2000,9.00 - 9.50,9,Issue,NTB,9,122,0,2000,2000,9.28,5th Week
2008-05-26,0,OMO,May-26-2008,26-05-08/OMO/192D,1171,December-04-2008,Sales,6000,9.00 - 9.50,9.31,Issue,NTB,9.00 - 9.31,192,0,6000,6000,9.79,5th Week
2008-05-29,30000,Primary Market,May-29-2008,30-05-08/FGN BONDS,1172,May-28-2013,Sales,30000,8.75 - 10.86,10.5,Maginal,FGN Bonds,8.75 - 10.50,5,0,33840,30000,10.52,5th Week
2008-05-29,5000,Primary Market,May-29-2008,30-05-08/PMA/91D,1173,August-28-2008,Sales,0,8.00 - 9.2399,8.55,Issue,NTB,8.00 - 8.55,91,5000,4724.63,5000,8.74,5th Week
2008-05-29,35000,Primary Market,May-29-2008,30-05-08/PMA/182D,1174,November-27-2008,Sales,25000,9.00 - 9.60,9.25,Issue,NTB,9.00 - 9.25,182,10000,37977,35000,9.7,5th Week
2008-05-30,30000,Primary Market,May-30-2008,FGN BONDS/5YRS,1175,May-29-2013,Sales,30000,8.7500 - 10.8600,10.5,Maginal,FGN Bonds,10.5,5,0,33840,30000,10.5151,5th Week
2008-05-30,20000,Primary Market,May-30-2008,FGN BONDS/10YRS,1176,May-28-2018,Sales,20000,8.8000 - 11.8500,10.7,Maginal,FGN Bonds,8.8000 - 10.7000,10,0,35080,20000,10.7315,5th Week
2008-06-04,0,OMO,June-04-2008,04/06/08/OMO/169D,1177,November-20-2008,Sales,2000,9.23 - 9.30,9.23,Issue,NTB,9.23,169,0,2000,2000,9.64,1st Week
2008-06-04,0,OMO,June-04-2008,04-05-08/OMO/246D,1178,February-05-2009,Sales,13000,9.30 - 9.60,9.3,Issue,NTB,9.3,246,13000,13000,13000,9.92,1st Week
2008-06-05,0,OMO,June-05-2008,05-06-08/OMO/183D,1179,December-04-2008,Sales,40000,9.50 - 9.70,9.5,Issue,NTB,9.5,182,46000,6000,6000,9.97,1st Week
2008-06-05,0,OMO,June-05-2008,05-06-08/OMO/245D,1180,February-05-2009,Sales,2000,9.40 - 9.70,9.4,Issue,NTB,9.4,245,0,2000,2000,10.03,1st Week
2008-06-06,5000,OMO,June-06-2008,06-06-08/PM/90D,1181,September-04-2008,Sales,0,8.00 - 9.50,8.5,Issue,NTB,8.00 - 8.50,90,5000,7000,5000,8.68,1st Week
2008-06-06,35000,OMO,June-06-2008,06-06-08/PM/181D,1182,December-04-2008,Sales,25000,9.00 - 9.60,9.5,Issue,NTB,9.00 - 9.50,181,10000,59500,35000,9.97,1st Week
2008-06-06,15000,Primary Market,June-06-2008,06-06-08/PM/364D,1183,June-04-2009,Sales,15000,8.80 - 9.30,9.2,Issue,NTB,8.80 - 9.20,363,0,52750,15000,10.13,1st Week
2008-06-11,0,OMO,June-11-2008,11-06-08/OMO/221D,1184,January-18-2009,Sales,2000,9.50 - 9.75,9.5,Issue,NTB,9.5,221,0,2000,2000,10.08,2nd Week
2008-06-12,5000,Primary Market,June-12-2008,12-06-08/PM/91D,1185,September-11-2008,Sales,0,8.00 - 9.25,8.45,Issue,NTB,8.00 - 8.45,91,5000,4467.58,5000,8.63,2nd Week
2008-06-12,0,OMO,June-12-2008,12-06-08/OMO/161D,1186,November-20-2008,Sales,2000,9.30 - 9.65,9.3,Issue,NTB,9.3,161,0,2000,2000,9.7,2nd Week
2008-06-12,35000,Primary Market,June-12-2008,02-06-08/PM/182,1187,December-11-2008,Sales,25000,9.00 - 9.80,9.55,Issue,NTB,9.00 - 9.55,182,10000,50834.29,35000,10.03,2nd Week
2008-06-17,0,OMO,June-17-2008,17/06/08/OMO/233D,1188,February-05-2009,Sales,2000,9.4500 - 9.7500,9.45,Issue,NTB,9.45,233,0,2000,2000,10.0567,3rd Week
2008-06-18,0,OMO,June-18-2008,18-06-08/OMO/155D,1189,November-20-2008,Sales,2000,9.4000 - 9.7500,9.4,Issue,NTB,9.4,155,0,2000,2000,9.7908,3rd Week
2008-06-18,0,OMO,June-18-2008,18-06-08/OMO/169D,1190,December-04-2008,Sales,2000,9.5000 - 9.7500,9.5,Issue,NTB,9.5,169,0,2000,2000,9.9371,3rd Week
2008-06-18,0,OMO,June-18-2008,18-06/08OMO/232,1191,February-05-2009,Sales,8000,9.5000 - 9.7500,9.55,Issue,NTB,9.5000 - 9.5500,232,0,8000,8000,10.1672,3rd Week
2008-06-19,,OMO,June-19-2008,REVERSE REPO,1192,June-26-2008,Sales,5000,5.9558,5.9558,Issue,NTB,5.9558,7,,5000,5000,5.9626,3rd Week
2008-06-19,0,OMO,June-19-2008,19-6-08/OMO/180D,1193,December-20-2008,Sales,84657.33,9.5,9.5,Issue,NTB,9.5,184,89657.33,5000,5000,9.9778,3rd Week
