date,amtOffered,auction,auctionDate,auctionNo,id,maturityDate,netType,netValue,rangeBid,rate,rateDescription,securityType,successfulBidRates,tenor,totalAmtRepaid,totalSubscription,totalSuccessful,trueYield,week
2016-12-13,50000,OMO,December-13-2016,13-12-2016 - 177DAY,2651,June-08-2017,Sales,8038,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,177,0,8038,8038,19.7214,3rd Week
2016-12-13,50000,OMO,December-13-2016,13-12-2016 - 352DAY,2652,November-30-2017,Sales,53401.85,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,352,0,53401.85,53401.85,22.6657,3rd Week
2016-12-14,35,Primary Market,December-14-2016,14-12-2016 - 5 Year,2653,July-15-2021,Sales,3.2,12.0000 - 19.0000,15.99,Maginal,FGN Bonds,12.0000 - 15.9900,5 Year,0,12.23,3.2,0,3rd Week
2016-12-14,25,Primary Market,December-14-2016,14-12-2016 - 10 Year,2654,January-22-2026,Sales,25,15.5555 - 18.0000,16.24,Maginal,FGN Bonds,15.5555 - 16.2400,10 Year,0,38.54,25,0,3rd Week
2016-12-14,35,Primary Market,December-14-2016,14-12-2016 - 20 Year,2655,March-18-2036,Sales,41,12.0000 - 17.3000,16.4348,Maginal,FGN Bonds,12.0000 - 16.4348,20 Year,0,52.07,41,0,3rd Week
2016-12-14,0,Primary Market,December-14-2016,14-12-2016 - 91 Day,2656,March-16-2017,Sales,39006.25,10.0000 - 17.0000,14,Issue,NTB,10.0000 - 14.0000,91,0,39265.51,39006.25,14.5063,3rd Week
2016-12-14,23024.75,Primary Market,December-14-2016,14-12-2016 - 182 Day,2657,June-15-2017,Sales,23024.75,16.8000 - 20.0000,17.5,Issue,NTB,16.8000 - 17.5000,182,0,25953.67,23024.75,19.173,3rd Week
2016-12-14,85466.91,Primary Market,December-14-2016,14-12-2016 - 364 Day,2658,December-14-2017,Sales,85466.91,17.0000 - 20.2326,18.68,Issue,NTB,17.0000 - 18.6800,364,0,120761.34,85466.91,22.9565,3rd Week
2016-12-20,30000,OMO,December-20-2016,20-12-2016 - 198 Day,2659,July-06-2017,Sales,10291.11,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,198,0,10291.11,10291.11,19.9478,3rd Week
2016-12-20,50000,OMO,December-20-2016,20-12-2016 - 352 Day,2660,December-07-2017,Sales,7636.403,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,352,0,7636.403,7636.403,22.6657,3rd Week
2016-12-21,13176.98,Primary Market,December-21-2016,21-12-2016 - 91 Day,2661,March-23-2017,Sales,13176.98,13.0000 - 18.0000,14,Issue,NTB,13.0000 - 14.0000,91,0,13320.48,13176.98,14.5063,4th Week
2016-12-21,26557.73,Primary Market,December-21-2016,21-12-2016 - 182 Day,2662,June-22-2017,Sales,26557.73,16.0000 - 20.0000,17.5,Issue,NTB,16.0000 - 17.5000,182,0,29368.91,26557.73,19.173,4th Week
2016-12-29,30000,OMO,December-29-2016,29-12-2016-196 Day,2663,July-13-2017,Sales,14419.83,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,196,0,14419.83,14419.83,19.926,5th Week
2016-12-29,40000,OMO,December-29-2016,29-12-2016-357 Day,2664,December-21-2017,Sales,56344.72,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,357,0,56344.72,56344.72,22.7363,5th Week
2017-01-03,50000,OMO,January-03-2017,03-01-2017 - 184 Day,2665,July-06-2017,Sales,20992.91,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,184,0,20992.91,20992.91,19.7963,1st Week
2017-01-03,50000,OMO,January-03-2017,03-01-2017 - 352 Day,2666,December-21-2017,Sales,29798.6,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,352,0,29798.6,29798.6,22.6657,1st Week
2017-01-04,35000,Primary Market,January-04-2017,04-01-2017 - 91 Day,2667,April-06-2017,Sales,35000,13.0000 - 18.0000,14,Issue,NTB,13.0000 - 14.0000,91,0,35702.44,35000,14.5063,1st Week
2017-01-04,22000,Primary Market,January-04-2017,04-01-2017 - 182 Day,2668,July-06-2017,Sales,22000,16.5000 - 18.0000,17.5,Maginal,NTB,16.5000 - 17.5000,182,0,23153.6,22000,19.173,1st Week
2017-01-04,115845.41,Primary Market,January-04-2017,04-01-2017 - 364 Day,2669,January-04-2018,Sales,115845.41,17.0000 - 19.6900,18.685,Issue,NTB,17.0000 - 18.6850,364,0,135274.31,115845.41,22.9641,1st Week
2017-01-16,30000,OMO,January-16-2017,16-01-2017 - 143 Day,2670,June-08-2017,Sales,27971.88,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,143,0,27971.88,27971.88,19.3657,3rd Week
2017-01-16,40000,OMO,January-16-2017,16-01-2017 - 297 Day,2671,November-09-2017,Sales,181010.49,18.5500 - 18.8000,18.6,Issue,OMO,18.5500 - 18.6000,297,0,182010.49,181010.49,21.9171,3rd Week
2017-01-18,36786.99,Primary Market,January-18-2017,18-01-2017 - 91 Day,2672,April-20-2017,Sales,36786.99,13.0000 - 18.5900,13.8999,Issue,NTB,13.0000 - 13.8999,91,0,59664.52,36786.99,14.3989,3rd Week
2017-01-18,39175.91,Primary Market,January-18-2017,18-01-2017 - 182 Day,2673,January-18-2017,Sales,39175.91,13.5000 - 19.2200,17.25,Issue,NTB,13.5000 - 17.2500,182,0,75221.73,39175.91,18.8734,3rd Week
2017-01-18,193000,Primary Market,January-18-2017,18-01-2017 - 364 Day,2674,January-18-2018,Sales,193000,17.0000 - 22.0000,18.6499,Issue,NTB,17.0000 - 18.6499,364,0,307386.46,193000,22.9111,3rd Week
2017-01-18,40,Primary Market,January-18-2017,18-01-2017 - 5 Year,2675,July-15-2021,Sales,34.95,15.0000 - 17.2590,16.899,Maginal,FGN Bonds,15.0000 - 16.8990,5 Year,0,39.15,34.95,0,3rd Week
2017-01-18,50,Primary Market,January-18-2017,18-01-2017 - 10 Year,2676,January-22-2026,Sales,74.9,16.0000 - 18.0000,16.9945,Maginal,FGN Bonds,16.0000 - 16.9945,10 Year,0,83,74.9,0,3rd Week
2017-01-18,40,Primary Market,January-18-2017,18-01-2017 - 20 Year,2677,March-18-2036,Sales,105.1,14.0000 - 18.0000,16.992,Maginal,FGN Bonds,14.0000 - 16.9920,20 Year,0,112.9,105.1,0,3rd Week
2017-01-26,30000,OMO,January-26-2017,26-01-2017-252-DAY,2678,October-05-2017,Sales,276.67,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,252,0,29219.45,276.67,20.5544,4th Week
2017-01-26,50000,OMO,January-26-2017,26-01-2017- 336 DAY,2679,December-28-2017,Sales,217059.83,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,336,0,217059.83,217059.83,22.4427,4th Week
2017-02-01,45177.87,Primary Market,February-01-2017,01-02-2017-91 Day,2680,May-04-2017,Sales,45177.87,12.0000 - 17.5000,13.799,Issue,NTB,12.0000 - 13.7990,91,0,69398.62,45177.87,14.2906,1st Week
2017-02-01,80000,Primary Market,February-01-2017,01-02-2017-182 Day,2681,August-03-2017,Sales,80000,15.5000 - 18.8220,17.2491,Issue,NTB,15.5000 - 17.2491,182,0,85440.63,80000,18.8723,1st Week
2017-02-01,117219.06,Primary Market,February-01-2017,01-02-2017-364 Day,2682,February-01-2018,Sales,177219.06,17.0000 - 22.0000,18.54,Issue,NTB,17.0000 - 18.5400,364,0,447345.34,177219.06,22.7455,1st Week
2017-02-03,30000,OMO,February-03-2017,03-02-2017-181 Day,2683,August-03-2017,Sales,82618.75,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,181,0,82618.75,82618.75,19.7642,1st Week
2017-02-03,60000,OMO,February-03-2017,03-02-2017-342 Day,2684,January-11-2018,Sales,309056.44,18.5000 - 18.6000,18.6,Issue,OMO,18.5000 - 18.6000,342,0,309056.44,309056.44,22.5258,1st Week
2017-02-15,45,Primary Market,February-15-2017,15-02-2017-5 Year,2685,July-15-2021,Sales,60,12.0000 - 17.3450,16.55,Maginal,FGN Bonds,12.0000 - 16.5500,5 Year,0,108.96,60,0,3rd Week
2017-02-15,20,Primary Market,February-15-2017,15-02-2017-10 Year,2686,January-22-2026,Sales,30,16.0000 - 17.5450,16.612,Maginal,FGN Bonds,16.0000 - 16.6120,10 Year,0,88.17,30,0,3rd Week
2017-02-15,45,Primary Market,February-15-2017,15-02-2017-20 Year,2687,March-18-2036,Sales,70,12.0000 - 18.0000,16.77,Maginal,FGN Bonds,12.0000 - 16.7700,20 Year,0,139.9,70,0,3rd Week
2017-02-15,32436.51,Primary Market,February-15-2017,15-02-2017- 91 Day,2688,May-18-2017,Sales,32436.51,9.0000 - 25.0000,13.69,Issue,NTB,9.0000 - 13.6900,91,0,38914.12,32436.51,14.1738,3rd Week
2017-02-15,30000,Primary Market,February-15-2017,15-02-2017- 182 Day,2689,August-17-2017,Sales,30000,16.0000 - 18.6642,17.15,Issue,NTB,16.0000 - 17.1500,182,0,42296.1,30000,18.7537,3rd Week
2017-02-15,80000,Primary Market,February-15-2017,15-02-2017- 364 Day,2690,February-15-2018,Sales,140000,17.0000 - 19.4666,18.4495,Issue,NTB,17.0000 - 18.4495,364,0,333835.8,140000,22.6094,3rd Week
2017-03-01,26143.54,Primary Market,March-01-2017,01-03-2017 - 91 Day,2691,June-01-2017,Sales,26143.54,13.0000 - 18.0000,13.65,Issue,NTB,13.0000 - 13.6500,91,0,27364.06,26143.54,14.1309,1st Week
2017-03-01,62000,Primary Market,March-01-2017,01-03-2017 - 182 Day,2692,August-31-2017,Sales,62000,16.0000 - 21.0000,17.2,Issue,NTB,16.0000 - 17.2000,182,0,62996.58,62000,18.8135,1st Week
2017-03-01,222083.58,Primary Market,March-01-2017,01-03-2017 - 364 Day,2693,March-01-2018,Sales,222083.58,17.0000 - 21.0000,18.4965,Issue,NTB,17.0000  - 18.4965,364,0,272736.12,222083.58,22.68,1st Week
2017-03-06,50000,OMO,March-06-2017,01-03-2017,2694,March-01-2018,Sales,15997.5,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,360,0,15997.5,15997.5,22.7788,1st Week
2017-03-07,30000,OMO,March-07-2017,07-03-2017,2695,March-01-2018,Sales,21988.594,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,359,0,21988.594,21988.594,22.7646,2nd Week
2017-03-09,20000,OMO,March-09-2017,09-03-2017,2696,August-24-2017,Sales,6674.04,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,168,0,6674.04,6674.04,19.626,2nd Week
2017-03-09,30000,OMO,March-09-2017,09-03-2017,2697,January-25-2018,Sales,25253.327,18.6000 - 18.6000,18.6,Issue,OMO,25253.327,322,0,25253.327,25253.327,22.2511,2nd Week
2017-03-10,20000,OMO,March-10-2017,01-03-2017,2698,August-24-2017,Sales,7976.134,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,167,0,7976.134,7976.134,19.6155,2nd Week
2017-03-10,30000,OMO,March-10-2017,10-03-2017,2699,January-25-2018,Sales,3286.109,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,321,0,3286.109,3286.109,22.2376,2nd Week
2017-03-14,10000,OMO,March-14-2017,14-03-2017,2702,August-03-2017,Sales,2796.654,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,143,0,2796.654,2796.654,19.3554,3rd Week
2017-03-14,20000,OMO,March-14-2017,14-03-2017,2703,January-25-2018,Sales,31926.388,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,317,0,31926.388,31926.388,22.1835,3rd Week
2017-03-15,39006.25,Primary Market,March-15-2017,15-03-2017 - 91 Day,2704,June-15-2017,Sales,39006.25,12.0000 - 13.6000,13.6,Issue,NTB,12.0000 - 13.6000,91,0,39006.25,39006.25,14.0773,3rd Week
2017-03-15,48453.84,Primary Market,March-15-2017,15-03-2017 - 182 Day,2705,September-14-2017,Sales,48453.84,16.9000 - 19.2122,17.2,Issue,NTB,16.9000 - 17.2000,182,0,50453.84,48453.84,18.8135,3rd Week
2017-03-15,166304.85,Primary Market,March-15-2017,15-03-2017 - 364 Day,2706,March-15-2018,Sales,166304.85,18.0000 - 21.5000,18.5598,Issue,NTB,18.0000 - 18.5598,364,0,176231.84,166304.85,22.7753,3rd Week
2017-03-16,30000,OMO,March-16-2017,03-16-2017,2707,February-15-2018,Sales,34726.61,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,336,0,34726.61,34726.61,22.4427,3rd Week
2017-03-20,10000,OMO,March-20-2017,20-03-2017,2708,October-12-2017,Sales,2316.21,18.0000 - 18.5000,18,Issue,OMO,18.0000 - 18.0000,206,0,2418.99,2316.21,20.0354,4th Week
2017-03-20,20000,OMO,March-20-2017,20-03-2017,2709,March-15-2018,Sales,63767.99,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,360,0,63767.99,63767.99,22.7788,4th Week
2017-03-22,28122,Primary Market,March-22-2017,22-03-2017 - 91 Day,2710,June-22-2017,Sales,28122,13.2999 - 17.0000,13.55,Issue,NTB,13.2999 - 13.5500,91,0,17049.02,28122,14.0238,4th Week
2017-03-22,23683.15,Primary Market,March-22-2017,22-03-2017 - 182 Day,2711,September-21-2017,Sales,23683.15,17.0000 - 19.2122,17.2,Issue,NTB,17.0000 - 17.2000,182,0,28304.54,23683.15,18.8135,4th Week
2017-03-22,83168.98,Primary Market,March-22-2017,22-03-2017 - 364 Day,2712,March-22-2018,Sales,83168.98,18.0000 - 19.8890,18.69,Issue,NTB,18.0000 - 18.6900,364,0,90380.69,83168.98,22.9716,4th Week
2017-03-27,10000,OMO,March-27-2017,27-03-2017-199 Day,2713,October-12-2017,Sales,3497.28,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,199,0,3497.28,3497.28,19.9587,5th Week
2017-03-27,20000,OMO,March-27-2017,27-03-2017-325 Day,2714,February-15-2018,Sales,39853.97,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,325,0,39853.97,39853.97,22.2919,5th Week
2017-03-28,20000,OMO,March-28-2017,28-03-2017-338 Day,2715,March-01-2018,Sales,15928.32,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,338,0,15928.32,15928.32,22.4703,5th Week
2017-03-30,40000,OMO,March-30-2017,30-03-2017,2716,March-08-2018,Sales,41572.74,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,343,0,41572.74,41572.74,22.5397,5th Week
2017-03-31,40000,OMO,March-31-2017,31-03-2017,2717,March-08-2018,Sales,25057.32,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,342,0,25057.32,25057.32,22.5258,5th Week
2017-04-03,10000,OMO,April-03-2017,03-04-2017,2718,October-12-2017,Sales,218.92,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,192,0,218.92,218.92,19.8826,1st Week
2017-04-03,30000,OMO,April-03-2017,03-04-2017,2719,February-08-2018,Sales,6819.996,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,311,0,6819.996,6819.996,22.1029,1st Week
2017-04-05,35000,Primary Market,April-05-2017,05-04-2017-91 Day,2728,July-06-2017,Sales,35000,13.1500 - 14.5000,13.5511,Issue,NTB,13.1500 - 13.5511,91,0,37500,35000,14.0249,1st Week
2017-04-05,33490.88,Primary Market,April-05-2017,05-04-2017-182 Day,2729,October-05-2017,Sales,33490.88,16.9000 - 18.0000,17.2121,Issue,NTB,16.9000 - 17.2121,182,0,34690.88,33490.88,18.828,1st Week
2017-04-05,166403.15,Primary Market,April-05-2017,05-04-2017-364 Day,2730,April-05-2018,Sales,166403.15,18.0000 - 21.0000,18.7411,Issue,NTB,18.0000 - 18.7411,364,0,166773.15,166403.15,23.0489,1st Week
2017-04-06,10000,OMO,April-06-2017,06-04-2017,2720,October-12-2017,Sales,3354.4,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,189,0,3354.4,3354.4,19.8501,2nd Week
2017-04-06,20000,OMO,April-06-2017,06-04-2017,2721,February-08-2018,Sales,20905.149,18.6000 - 18.7000,18.6,Issue,OMO,18.6000 - 18.6000,308,0,20919.149,20905.149,22.0628,2nd Week
2017-04-07,10000,OMO,April-07-2017,07-04-2017,2722,October-12-2017,Sales,2087.92,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,188,0,2087.92,2087.92,19.8394,2nd Week
2017-04-07,20000,OMO,April-07-2017,07-04-2017,2723,February-08-2018,Sales,12084.25,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,307,0,12084.25,12084.25,22.0495,2nd Week
2017-04-10,10000,OMO,April-10-2017,10-04-2017,2724,October-12-2017,Sales,1067.88,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,185,0,1067.88,1067.88,19.8071,3rd Week
2017-04-10,20000,OMO,April-10-2017,10-04-2017,2725,March-01-2018,Sales,18164.945,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,325,0,18164.945,18164.945,22.2919,3rd Week
2017-04-11,10000,OMO,April-11-2017,11-04-2017,2726,October-12-2017,Sales,162.545,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,184,0,162.545,162.545,19.7963,3rd Week
2017-04-11,10000,OMO,April-11-2017,11-04-2017,2727,March-08-2018,Sales,7164.95,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,331,0,7164.95,7164.95,22.3739,3rd Week
2017-04-12,10000,OMO,April-12-2017,12-04-2017,2731,February-08-2018,Sales,2951.94,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,302,0,2951.94,2951.94,21.9831,3rd Week
2017-04-12,35,Primary Market,April-12-2017,12-04-2017-5 Year,2736,July-15-2021,Sales,15.03,15.5000 - 17.2000,15.9899,Maginal,FGN Bonds,15.5000 - 15.9899,5 Year,0,20.93,15.03,0,2nd Week
2017-04-12,50,Primary Market,April-12-2017,12-04-2017-10 Year,2737,March-17-2027,Sales,34.04,15.4700 - 17.4000,16.243,Maginal,FGN Bonds,15.4700 - 16.2430,10 Year,0,37.54,34.04,0,2nd Week
2017-04-12,50,Primary Market,April-12-2017,12-04-2017-20 Year,2738,April-18-2037,Sales,56.25,15.0000 - 17.5599,16.2499,Maginal,FGN Bonds,15.0000 - 16.2499,20 Year,0,71,56.25,0,2nd Week
2017-04-13,10000,OMO,April-13-2017,13-04-2017-301 Day,2732,February-08-2018,Sales,1776.1,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,301,0,1776.1,1776.1,21.9699,2nd Week
2017-04-18,5000,OMO,April-18-2017,18-04-2017-177 Day,2734,October-12-2017,Sales,65,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,177,0,65,65,19.7214,3rd Week
2017-04-18,10000,OMO,April-18-2017,18-04-2017-331 Day,2735,March-15-2018,Purchases,381.7,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,331,0,381.7,381.7,22.3739,3rd Week
2017-04-19,36786.99,Primary Market,April-19-2017,19-04-2017-91 Day,2739,July-20-2017,Sales,12295.1,13.4990 - 17.0000,13.598,Issue,NTB,13.4990 - 13.5980,91,0,37846.99,12295.1,14.0752,3rd Week
2017-04-19,35000,Primary Market,April-19-2017,19-04-2017-182 Day,2740,October-19-2017,Sales,25509.32,16.7000 - 18.0000,17.4,Issue,NTB,16.7000 - 17.4000,182,0,35060,25509.32,19.0531,3rd Week
2017-04-19,95730.42,Primary Market,April-19-2017,19-04-2017-364 Day,2741,April-19-2018,Sales,51818.56,17.0000 - 22.0000,18.98,Issue,NTB,17.0000 - 18.9800,364,0,105221.52,51818.56,23.4113,3rd Week
2017-04-20,5000,OMO,April-20-2017,20-04-2017-175 Day,2742,October-12-2017,Sales,95.447,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,175,0,95.447,95.447,19.7001,3rd Week
2017-04-20,10000,OMO,April-20-2017,20-04-2017-301 Day,2743,February-15-2018,Sales,127.974,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,301,0,127.974,127.974,21.9699,3rd Week
2017-04-21,10000,OMO,April-21-2017,21-04-2017-174 Day,2744,October-12-2017,Sales,233.85,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,174,0,233.85,233.85,19.6895,3rd Week
2017-04-21,20000,OMO,April-21-2017,21-04-2017-335 Day,2745,March-22-2018,Sales,7521.8,18.6000 - 18.8000,18.6,Issue,OMO,18.6000 - 18.6000,335,0,23146.1,7521.8,22.4289,3rd Week
2017-04-24,50000,OMO,April-24-2017,24-07-2016,2746,October-26-2017,Sales,123,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,185,0,123,123,19.8071,5th Week
2017-04-24,10000,OMO,April-24-2017,24-07-2016,2747,March-22-2018,Sales,9878.85,18.6000 - 18.2500,18.6,Issue,OMO,18.6000 - 18.6000,332,0,19136.64,9878.85,22.3876,5th Week
2017-04-25,5000,OMO,April-25-2017,25-07-2016,2748,October-12-2017,Sales,478.74,18.0000 - 18.1000,18,Issue,OMO,18.0000 - 18.0000,170,0,530.74,478.74,19.6471,5th Week
2017-04-25,10000,OMO,April-25-2017,25-07-2016,2749,March-22-2018,Sales,3569.98,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,331,0,3569.98,3569.98,22.3739,5th Week
2017-04-26,5000,OMO,April-26-2017,26-07-2016,2750,October-26-2017,Sales,1186.6,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,183,0,1186.6,1186.6,19.7856,5th Week
2017-04-26,20000,OMO,April-26-2017,26-07-2016,2751,April-19-2018,Sales,67723.86,18.6000 - 20.0000,18.6,Issue,OMO,18.6000 - 18.6000,358,0,72723.86,67723.86,22.7504,5th Week
2017-04-27,20000,OMO,April-27-2017,27-04-2017,2752,October-26-2017,Sales,13245.98,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,182,0,13245.98,13245.98,19.7749,5th Week
2017-04-27,50000,OMO,April-27-2017,27-04-2017,2753,April-26-2018,Sales,79918.81,18.6000 - 20.0000,18.6,Issue,OMO,18.6000 - 18.6000,364,0,106418.81,79918.81,22.8358,5th Week
2017-04-28,20000,OMO,April-28-2017,28-04-2017,2754,October-12-2017,Sales,548.42,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,167,0,548.42,548.42,19.6155,5th Week
2017-04-28,50000,OMO,April-28-2017,28-04-2017,2755,March-29-2018,Sales,54228.06,18.6000 - 18.8000,18.6,Issue,OMO,18.6000 - 18.6000,335,0,55228.06,54228.06,22.4289,5th Week
2017-05-02,10000,OMO,May-02-2017,02-05-2017,2756,October-26-2017,Sales,918.88,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,177,0,918.88,918.88,19.7214,1st Week
2017-05-02,50000,OMO,May-02-2017,02-05-2017,2757,April-26-2018,Sales,21004.795,18.6000 - 18.6000,18.6,Issue,OMO,21004.795,359,0,21004.795,21004.795,22.7646,1st Week
2017-05-03,29143.39,Primary Market,May-03-2017,03-05-2017 - 91 Day,2758,August-03-2017,Sales,29143.39,13.4500 - 14.0000,13.6,Issue,NTB,13.4500 - 13.6000,91,0,30143.39,29143.39,14.0773,1st Week
2017-05-03,23432.8,Primary Market,May-03-2017,03-05-2017 - 182 Day,2759,November-02-2017,Sales,23432.8,16.5000 - 18.0000,17.26,Issue,NTB,16.5000 - 17.2600,182,0,29536.48,23432.8,18.8853,1st Week
2017-05-03,178034.48,Primary Market,May-03-2017,03-05-2017 - 364 Day,2760,May-03-2018,Sales,178034.48,18.0000 - 22.0000,18.815,Issue,NTB,18.0000 - 18.8150,364,0,205569.84,178034.48,23.1608,1st Week
2017-05-04,10000,OMO,May-04-2017,04-05-2017,2761,November-02-2017,Sales,3014.02,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,182,0,3014.02,3014.02,19.7749,1st Week
2017-05-04,20000,OMO,May-04-2017,04-05-2017,2762,April-19-2018,Sales,2837.83,18.6000 - 18.7000,18.6,Issue,OMO,18.6000 - 18.6000,350,0,8659.53,2837.83,22.6375,1st Week
2017-05-05,10000,OMO,May-05-2017,05-05-2017,2763,October-19-2017,Sales,479.9,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,167,0,479.9,479.9,19.6155,1st Week
2017-05-05,30000,OMO,May-05-2017,05-05-2017,2764,May-03-2018,Sales,18841.83,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,363,0,18841.83,18841.83,22.8215,1st Week
2017-05-09,10000,OMO,May-09-2017,09-05-2017,2765,October-19-2017,Sales,215.6,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,163,0,215.6,215.6,19.5734,2nd Week
2017-05-09,20000,OMO,May-09-2017,09-05-2017,2766,May-03-2018,Sales,17108.84,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,359,0,17108.84,17108.84,22.7646,2nd Week
2017-05-10,5000,OMO,May-10-2017,10-05-2017,2767,November-16-2017,Sales,222.045,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,190,0,222.045,222.045,19.8609,2nd Week
2017-05-10,30000,OMO,May-10-2017,10-05-2017,2768,April-05-2018,Sales,33437.05,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,330,0,33437.05,33437.05,22.3602,2nd Week
2017-05-10,40,Primary Market,May-10-2017,10-05-2017 - 5 Year,2803,July-15-2021,Sales,10,15.8500 - 17.5000,16.3,Maginal,FGN Bonds,15.8500 - 16.3000,5 Year,0,17.29,10,0,2nd Week
2017-05-10,50,Primary Market,May-10-2017,10-05-2017 - 10 Year,2804,March-17-2027,Sales,35,15.7500 - 18.0000,16.29,Maginal,FGN Bonds,15.7500 - 16.2900,10 Year,0,52.94,35,0,2nd Week
2017-05-10,50,Primary Market,May-10-2017,10-05-2017 - 20 Year,2805,April-18-2037,Sales,65,15.7500 - 18.0000,16.299,Maginal,FGN Bonds,15.7500 - 16.2990,20 Year,0,91.67,65,0,2nd Week
2017-05-11,5000,OMO,May-11-2017,11-05-2017,2769,October-26-2017,Sales,1781.4,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,168,0,1781.4,1781.4,19.626,2nd Week
2017-05-11,40000,OMO,May-11-2017,11-05-2017,2770,May-10-2018,Sales,24040.044,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,364,0,24040.044,24040.044,22.8358,2nd Week
2017-05-12,5000,OMO,May-12-2017,12-05-2017,2771,October-26-2017,Sales,157.6,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,167,0,157.6,157.6,19.6155,2nd Week
2017-05-12,30000,OMO,May-12-2017,12-05-2017,2772,May-10-2018,Sales,16867.239,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,363,0,16867.239,16867.239,22.8215,2nd Week
2017-05-15,5000,OMO,May-15-2017,15-05-2017,2782,November-16-2017,Sales,2250,18.0000 - 18.0000,18,Issue,OMO,18.0000 - 18.0000,185,0,2250,2250,19.8071,3rd Week
2017-05-15,10000,OMO,May-15-2017,15-05-2017,2783,May-03-2018,Sales,4572.6,18.6000 - 18.6000,18.6,Issue,OMO,18.6000 - 18.6000,353,0,4572.6,4572.6,22.6797,3rd Week
2017-05-16,5000,OMO,May-16-2017,16-05-2017,2781,December-07-2017,Sales,242.744,18.0000-18.0000,18,Issue,OMO,18.0000-18.0000,205,0,242.744,242.744,20.0244,3rd Week
